event_date,channel,region,device,sessions,leads,signups,paid_signups
2025-06-01,referral,apac,mobile,88,9,4,1
2025-06-01,referral,latam,mobile,46,4,2,0
2025-06-01,referral,us,tablet,91,9,4,1
2025-06-01,referral,eu,tablet,32,3,1,0
2025-06-01,referral,apac,tablet,17,2,1,0
2025-06-01,referral,latam,tablet,12,1,0,0
2025-06-02,organic,us,desktop,1071,84,37,7
2025-06-02,organic,eu,desktop,545,46,19,3
2025-06-02,organic,apac,desktop,291,26,13,3
2025-06-02,organic,latam,desktop,200,17,9,1
2025-06-02,organic,us,mobile,1414,112,43,9
2025-06-02,organic,eu,mobile,612,49,17,2
2025-06-02,organic,apac,mobile,242,22,7,1
2025-06-02,organic,latam,mobile,170,14,5,1
2025-06-02,organic,us,tablet,238,18,7,1
2025-06-02,organic,eu,tablet,122,10,4,1
2025-06-02,organic,apac,tablet,49,4,2,0
2025-06-02,organic,latam,tablet,39,4,2,0
2025-06-02,paid_search,us,desktop,837,93,56,17
2025-06-02,paid_search,eu,desktop,416,45,30,8
2025-06-02,paid_search,apac,desktop,180,20,12,4
2025-06-02,paid_search,latam,desktop,133,15,9,2
2025-06-02,paid_search,us,mobile,900,98,48,15
2025-06-02,paid_search,eu,mobile,359,40,20,5
2025-06-02,paid_search,apac,mobile,206,24,11,3
2025-06-02,paid_search,latam,mobile,113,12,5,1
2025-06-02,paid_search,us,tablet,214,25,14,4
2025-06-02,paid_search,eu,tablet,82,9,5,1
2025-06-02,paid_search,apac,tablet,49,5,3,1
2025-06-02,paid_search,latam,tablet,31,3,2,0
2025-06-02,paid_social,us,desktop,768,53,21,3
2025-06-02,paid_social,eu,desktop,331,21,8,1
2025-06-02,paid_social,apac,desktop,183,11,5,1
2025-06-02,paid_social,latam,desktop,118,9,4,0
2025-06-02,paid_social,us,mobile,695,52,14,2
2025-06-02,paid_social,eu,mobile,372,24,7,1
2025-06-02,paid_social,apac,mobile,185,11,4,1
2025-06-02,paid_social,latam,mobile,103,7,2,0
2025-06-02,paid_social,us,tablet,165,11,4,1
2025-06-02,paid_social,eu,tablet,76,6,2,0
2025-06-02,paid_social,apac,tablet,42,3,1,0
2025-06-02,paid_social,latam,tablet,24,2,1,0
2025-06-02,email,us,desktop,285,43,15,1
2025-06-02,email,eu,desktop,118,15,5,0
2025-06-02,email,apac,desktop,58,9,3,0
2025-06-02,email,latam,desktop,38,6,2,0
2025-06-02,email,us,mobile,270,35,9,1
2025-06-02,email,eu,mobile,126,18,4,0
2025-06-02,email,apac,mobile,58,9,2,0
2025-06-02,email,latam,mobile,46,6,2,0
2025-06-02,email,us,tablet,57,8,3,0
2025-06-02,email,eu,tablet,27,4,1,0
2025-06-02,email,apac,tablet,13,2,1,0
2025-06-02,email,latam,tablet,9,1,0,0
2025-06-02,referral,us,desktop,459,44,25,6
2025-06-02,referral,eu,desktop,165,15,8,2
2025-06-02,referral,apac,desktop,78,8,4,1
2025-06-02,referral,latam,desktop,53,4,2,0
2025-06-02,referral,us,mobile,455,45,18,4
2025-06-02,referral,eu,mobile,207,21,8,2
2025-06-02,referral,apac,mobile,89,9,4,1
2025-06-02,referral,latam,mobile,63,6,2,0
2025-06-02,referral,us,tablet,86,8,4,1
2025-06-02,referral,eu,tablet,44,4,2,0
2025-06-02,referral,apac,tablet,21,2,1,0
2025-06-02,referral,latam,tablet,14,1,0,0
2025-06-03,organic,us,desktop,1127,92,50,9
2025-06-03,organic,eu,desktop,599,46,22,4
2025-06-03,organic,apac,desktop,296,23,11,2
2025-06-03,organic,latam,desktop,163,12,6,1
2025-06-03,organic,us,mobile,1208,93,32,6
2025-06-03,organic,eu,mobile,436,39,14,2
2025-06-03,organic,apac,mobile,301,27,11,2
2025-06-03,organic,latam,mobile,146,11,4,0
2025-06-03,organic,us,tablet,272,23,9,2
2025-06-03,organic,eu,tablet,131,10,4,1
2025-06-03,organic,apac,tablet,52,4,1,0
2025-06-03,organic,latam,tablet,39,3,1,0
2025-06-03,paid_search,us,desktop,864,89,59,17
2025-06-03,paid_search,eu,desktop,441,49,25,6
2025-06-03,paid_search,apac,desktop,167,19,12,4
2025-06-03,paid_search,latam,desktop,107,13,8,1
2025-06-03,paid_search,us,mobile,941,100,49,14
2025-06-03,paid_search,eu,mobile,431,43,20,5
2025-06-03,paid_search,apac,mobile,174,21,9,3
2025-06-03,paid_search,latam,mobile,130,13,6,1
2025-06-03,paid_search,us,tablet,149,17,10,3
2025-06-03,paid_search,eu,tablet,76,9,5,1
2025-06-03,paid_search,apac,tablet,45,5,3,1
2025-06-03,paid_search,latam,tablet,24,2,1,0
2025-06-03,paid_social,us,desktop,834,60,24,4
2025-06-03,paid_social,eu,desktop,363,24,10,1
2025-06-03,paid_social,apac,desktop,171,12,5,1
2025-06-03,paid_social,latam,desktop,125,7,3,0
2025-06-03,paid_social,us,mobile,763,52,15,2
2025-06-03,paid_social,eu,mobile,354,25,8,1
2025-06-03,paid_social,apac,mobile,174,12,4,1
2025-06-03,paid_social,latam,mobile,141,9,3,0
2025-06-03,paid_social,us,tablet,174,14,6,1
2025-06-03,paid_social,eu,tablet,84,6,2,0
2025-06-03,paid_social,apac,tablet,37,3,1,0
2025-06-03,paid_social,latam,tablet,22,2,1,0
2025-06-03,email,us,desktop,260,37,12,1
2025-06-03,email,eu,desktop,117,14,5,0
2025-06-03,email,apac,desktop,59,8,3,0
2025-06-03,email,latam,desktop,36,5,2,0
2025-06-03,email,us,mobile,276,36,10,1
2025-06-03,email,eu,mobile,119,17,5,0
2025-06-03,email,apac,mobile,56,8,2,0
2025-06-03,email,latam,mobile,37,5,1,0
2025-06-03,email,us,tablet,67,9,3,0
2025-06-03,email,eu,tablet,24,3,1,0
2025-06-03,email,apac,tablet,12,2,1,0
2025-06-03,email,latam,tablet,8,1,0,0
2025-06-03,referral,us,desktop,469,43,20,4
2025-06-03,referral,eu,desktop,221,22,11,2
2025-06-03,referral,apac,desktop,108,10,5,1
2025-06-03,referral,latam,desktop,57,5,3,0
2025-06-03,referral,us,mobile,452,40,15,4
2025-06-03,referral,eu,mobile,260,23,9,2
2025-06-03,referral,apac,mobile,103,10,4,1
2025-06-03,referral,latam,mobile,53,5,2,0
2025-06-03,referral,us,tablet,111,10,5,1
2025-06-03,referral,eu,tablet,41,4,2,0
2025-06-03,referral,apac,tablet,23,2,1,0
2025-06-03,referral,latam,tablet,19,2,1,0
2025-06-04,organic,us,desktop,1252,118,55,11
2025-06-04,organic,eu,desktop,696,55,27,5
2025-06-04,organic,apac,desktop,245,22,10,2
2025-06-04,organic,latam,desktop,166,13,6,1
2025-06-04,organic,us,mobile,1342,101,37,7
2025-06-04,organic,eu,mobile,593,51,17,3
2025-06-04,organic,apac,mobile,271,23,8,1
2025-06-04,organic,latam,mobile,184,16,6,1
2025-06-04,organic,us,tablet,287,25,11,2
2025-06-04,organic,eu,tablet,140,12,6,1
2025-06-04,organic,apac,tablet,56,5,2,0
2025-06-04,organic,latam,tablet,35,3,1,0
2025-06-04,paid_search,us,desktop,880,97,62,18
2025-06-04,paid_search,eu,desktop,375,42,26,6
2025-06-04,paid_search,apac,desktop,182,21,12,4
2025-06-04,paid_search,latam,desktop,136,15,9,2
2025-06-04,paid_search,us,mobile,963,108,52,16
2025-06-04,paid_search,eu,mobile,386,41,18,5
2025-06-04,paid_search,apac,mobile,186,21,10,3
2025-06-04,paid_search,latam,mobile,127,13,6,1
2025-06-04,paid_search,us,tablet,200,25,12,3
2025-06-04,paid_search,eu,tablet,87,10,6,2
2025-06-04,paid_search,apac,tablet,40,5,3,1
2025-06-04,paid_search,latam,tablet,29,3,2,0
2025-06-04,paid_social,us,desktop,798,52,25,4
2025-06-04,paid_social,eu,desktop,286,20,9,1
2025-06-04,paid_social,apac,desktop,190,13,6,1
2025-06-04,paid_social,latam,desktop,121,9,4,0
2025-06-04,paid_social,us,mobile,831,55,18,3
2025-06-04,paid_social,eu,mobile,409,29,10,1
2025-06-04,paid_social,apac,mobile,174,13,5,1
2025-06-04,paid_social,latam,mobile,121,8,2,0
2025-06-04,paid_social,us,tablet,211,16,6,1
2025-06-04,paid_social,eu,tablet,77,6,2,0
2025-06-04,paid_social,apac,tablet,35,3,1,0
2025-06-04,paid_social,latam,tablet,24,2,1,0
2025-06-04,email,us,desktop,277,42,13,1
2025-06-04,email,eu,desktop,107,17,7,1
2025-06-04,email,apac,desktop,53,7,2,0
2025-06-04,email,latam,desktop,43,6,2,0
2025-06-04,email,us,mobile,250,34,8,1
2025-06-04,email,eu,mobile,104,15,4,0
2025-06-04,email,apac,mobile,53,8,2,0
2025-06-04,email,latam,mobile,35,5,1,0
2025-06-04,email,us,tablet,65,8,3,0
2025-06-04,email,eu,tablet,22,3,1,0
2025-06-04,email,apac,tablet,12,2,1,0
2025-06-04,email,latam,tablet,10,1,0,0
2025-06-04,referral,us,desktop,515,49,23,6
2025-06-04,referral,eu,desktop,186,19,10,2
2025-06-04,referral,apac,desktop,101,9,5,1
2025-06-04,referral,latam,desktop,60,7,4,1
2025-06-04,referral,us,mobile,480,46,20,4
2025-06-04,referral,eu,mobile,199,20,9,2
2025-06-04,referral,apac,mobile,100,9,4,1
2025-06-04,referral,latam,mobile,67,7,3,0
2025-06-04,referral,us,tablet,101,11,6,1
2025-06-04,referral,eu,tablet,37,3,2,0
2025-06-04,referral,apac,tablet,25,3,1,0
2025-06-04,referral,latam,tablet,17,2,1,0
2025-06-05,organic,us,desktop,1301,107,43,8
2025-06-05,organic,eu,desktop,540,48,21,4
2025-06-05,organic,apac,desktop,261,23,10,2
2025-06-05,organic,latam,desktop,203,15,7,1
2025-06-05,organic,us,mobile,1156,108,37,7
2025-06-05,organic,eu,mobile,631,50,18,3
2025-06-05,organic,apac,mobile,221,19,6,1
2025-06-05,organic,latam,mobile,192,16,6,1
2025-06-05,organic,us,tablet,241,21,8,2
2025-06-05,organic,eu,tablet,126,11,5,1
2025-06-05,organic,apac,tablet,61,5,2,0
2025-06-05,organic,latam,tablet,39,3,1,0
2025-06-05,paid_search,us,desktop,948,111,63,18
2025-06-05,paid_search,eu,desktop,384,47,27,7
2025-06-05,paid_search,apac,desktop,198,23,13,4
2025-06-05,paid_search,latam,desktop,136,16,9,2
2025-06-05,paid_search,us,mobile,917,100,40,13
2025-06-05,paid_search,eu,mobile,486,51,21,5
2025-06-05,paid_search,apac,mobile,216,24,13,4
2025-06-05,paid_search,latam,mobile,133,15,7,1
2025-06-05,paid_search,us,tablet,202,25,12,4
2025-06-05,paid_search,eu,tablet,82,8,4,1
2025-06-05,paid_search,apac,tablet,35,4,2,1
2025-06-05,paid_search,latam,tablet,33,4,2,0
2025-06-05,paid_social,us,desktop,787,56,23,3
2025-06-05,paid_social,eu,desktop,413,31,13,2
2025-06-05,paid_social,apac,desktop,151,10,4,1
2025-06-05,paid_social,latam,desktop,114,8,4,0
2025-06-05,paid_social,us,mobile,761,50,13,2
2025-06-05,paid_social,eu,mobile,327,25,7,1
2025-06-05,paid_social,apac,mobile,188,13,4,1
2025-06-05,paid_social,latam,mobile,137,10,3,0
2025-06-05,paid_social,us,tablet,182,13,5,1
2025-06-05,paid_social,eu,tablet,70,4,2,0
2025-06-05,paid_social,apac,tablet,39,3,1,0
2025-06-05,paid_social,latam,tablet,28,2,1,0
2025-06-05,email,us,desktop,258,36,13,1
2025-06-05,email,eu,desktop,129,17,6,1
2025-06-05,email,apac,desktop,50,7,3,0
2025-06-05,email,latam,desktop,39,6,2,0
2025-06-05,email,us,mobile,280,40,12,1
2025-06-05,email,eu,mobile,111,16,4,0
2025-06-05,email,apac,mobile,52,7,2,0
2025-06-05,email,latam,mobile,39,5,1,0
2025-06-05,email,us,tablet,57,7,2,0
2025-06-05,email,eu,tablet,23,3,1,0
2025-06-05,email,apac,tablet,12,2,1,0
2025-06-05,email,latam,tablet,8,1,0,0
2025-06-05,referral,us,desktop,420,36,20,4
2025-06-05,referral,eu,desktop,226,22,13,3
2025-06-05,referral,apac,desktop,96,10,5,1
2025-06-05,referral,latam,desktop,57,5,3,0
2025-06-05,referral,us,mobile,466,39,16,3
2025-06-05,referral,eu,mobile,222,22,10,2
2025-06-05,referral,apac,mobile,94,10,4,1
2025-06-05,referral,latam,mobile,62,6,3,0
2025-06-05,referral,us,tablet,69,7,3,1
2025-06-05,referral,eu,tablet,50,5,2,0
2025-06-05,referral,apac,tablet,21,2,1,0
2025-06-05,referral,latam,tablet,15,1,1,0
2025-06-06,organic,us,desktop,1244,98,43,9
2025-06-06,organic,eu,desktop,537,43,20,3
2025-06-06,organic,apac,desktop,261,23,11,2
2025-06-06,organic,latam,desktop,179,16,7,1
2025-06-06,organic,us,mobile,1235,111,44,9
2025-06-06,organic,eu,mobile,542,42,14,2
2025-06-06,organic,apac,mobile,268,23,8,2
2025-06-06,organic,latam,mobile,179,15,5,1
2025-06-06,organic,us,tablet,255,22,10,2
2025-06-06,organic,eu,tablet,105,9,4,1
2025-06-06,organic,apac,tablet,52,5,2,0
2025-06-06,organic,latam,tablet,32,3,1,0
2025-06-06,paid_search,us,desktop,969,114,60,17
2025-06-06,paid_search,eu,desktop,450,48,33,8
2025-06-06,paid_search,apac,desktop,236,25,14,4
2025-06-06,paid_search,latam,desktop,138,14,9,2
2025-06-06,paid_search,us,mobile,1023,113,49,14
2025-06-06,paid_search,eu,mobile,433,48,20,5
2025-06-06,paid_search,apac,mobile,191,21,9,3
2025-06-06,paid_search,latam,mobile,148,17,8,2
2025-06-06,paid_search,us,tablet,177,20,11,3
2025-06-06,paid_search,eu,tablet,85,9,5,1
2025-06-06,paid_search,apac,tablet,36,4,2,1
2025-06-06,paid_search,latam,tablet,34,4,2,0
2025-06-06,paid_social,us,desktop,928,67,28,4
2025-06-06,paid_social,eu,desktop,396,27,11,2
2025-06-06,paid_social,apac,desktop,167,12,5,1
2025-06-06,paid_social,latam,desktop,128,8,4,0
2025-06-06,paid_social,us,mobile,918,65,23,4
2025-06-06,paid_social,eu,mobile,375,25,9,1
2025-06-06,paid_social,apac,mobile,187,14,5,1
2025-06-06,paid_social,latam,mobile,105,7,2,0
2025-06-06,paid_social,us,tablet,206,15,6,1
2025-06-06,paid_social,eu,tablet,80,5,2,0
2025-06-06,paid_social,apac,tablet,37,3,1,0
2025-06-06,paid_social,latam,tablet,30,2,1,0
2025-06-06,email,us,desktop,254,35,12,1
2025-06-06,email,eu,desktop,126,18,7,1
2025-06-06,email,apac,desktop,59,8,2,0
2025-06-06,email,latam,desktop,37,5,2,0
2025-06-06,email,us,mobile,270,35,9,1
2025-06-06,email,eu,mobile,117,16,4,0
2025-06-06,email,apac,mobile,59,9,2,0
2025-06-06,email,latam,mobile,38,5,1,0
2025-06-06,email,us,tablet,64,10,3,0
2025-06-06,email,eu,tablet,19,3,1,0
2025-06-06,email,apac,tablet,14,2,1,0
2025-06-06,email,latam,tablet,10,1,0,0
2025-06-06,referral,us,desktop,419,42,23,5
2025-06-06,referral,eu,desktop,204,19,11,2
2025-06-06,referral,apac,desktop,117,10,4,1
2025-06-06,referral,latam,desktop,56,5,3,0
2025-06-06,referral,us,mobile,424,38,13,3
2025-06-06,referral,eu,mobile,176,17,7,1
2025-06-06,referral,apac,mobile,103,9,4,1
2025-06-06,referral,latam,mobile,61,6,2,0
2025-06-06,referral,us,tablet,85,7,3,1
2025-06-06,referral,eu,tablet,46,4,2,0
2025-06-06,referral,apac,tablet,21,2,1,0
2025-06-06,referral,latam,tablet,13,1,0,0
2025-06-07,organic,us,desktop,922,76,37,7
2025-06-07,organic,eu,desktop,510,45,22,4
2025-06-07,organic,apac,desktop,247,23,10,2
2025-06-07,organic,latam,desktop,158,12,6,1
2025-06-07,organic,us,mobile,976,82,31,5
2025-06-07,organic,eu,mobile,459,40,13,2
2025-06-07,organic,apac,mobile,236,21,8,2
2025-06-07,organic,latam,mobile,153,12,5,1
2025-06-07,organic,us,tablet,211,19,8,1
2025-06-07,organic,eu,tablet,115,9,4,1
2025-06-07,organic,apac,tablet,61,5,2,0
2025-06-07,organic,latam,tablet,36,3,1,0
2025-06-07,paid_search,us,desktop,796,93,59,17
2025-06-07,paid_search,eu,desktop,365,39,27,8
2025-06-07,paid_search,apac,desktop,177,20,12,4
2025-06-07,paid_search,latam,desktop,121,13,7,1
2025-06-07,paid_search,us,mobile,693,70,33,10
2025-06-07,paid_search,eu,mobile,402,46,20,6
2025-06-07,paid_search,apac,mobile,183,19,10,3
2025-06-07,paid_search,latam,mobile,104,12,6,1
2025-06-07,paid_search,us,tablet,193,21,10,3
2025-06-07,paid_search,eu,tablet,76,8,4,1
2025-06-07,paid_search,apac,tablet,35,4,2,1
2025-06-07,paid_search,latam,tablet,27,3,1,0
2025-06-07,paid_social,us,desktop,658,49,18,3
2025-06-07,paid_social,eu,desktop,316,24,10,1
2025-06-07,paid_social,apac,desktop,129,9,4,1
2025-06-07,paid_social,latam,desktop,107,7,3,0
2025-06-07,paid_social,us,mobile,764,53,18,3
2025-06-07,paid_social,eu,mobile,300,19,6,1
2025-06-07,paid_social,apac,mobile,164,11,3,0
2025-06-07,paid_social,latam,mobile,88,6,2,0
2025-06-07,paid_social,us,tablet,117,8,3,0
2025-06-07,paid_social,eu,tablet,52,4,2,0
2025-06-07,paid_social,apac,tablet,37,3,1,0
2025-06-07,paid_social,latam,tablet,23,2,1,0
2025-06-07,email,us,desktop,222,30,9,1
2025-06-07,email,eu,desktop,119,15,5,0
2025-06-07,email,apac,desktop,51,7,2,0
2025-06-07,email,latam,desktop,27,4,1,0
2025-06-07,email,us,mobile,199,25,7,1
2025-06-07,email,eu,mobile,103,13,3,0
2025-06-07,email,apac,mobile,52,7,2,0
2025-06-07,email,latam,mobile,32,5,1,0
2025-06-07,email,us,tablet,52,6,2,0
2025-06-07,email,eu,tablet,26,4,1,0
2025-06-07,email,apac,tablet,13,2,1,0
2025-06-07,email,latam,tablet,7,1,0,0
2025-06-07,referral,us,desktop,361,29,14,3
2025-06-07,referral,eu,desktop,166,16,8,2
2025-06-07,referral,apac,desktop,86,8,4,1
2025-06-07,referral,latam,desktop,52,5,3,1
2025-06-07,referral,us,mobile,359,32,13,3
2025-06-07,referral,eu,mobile,171,15,6,1
2025-06-07,referral,apac,mobile,72,6,3,1
2025-06-07,referral,latam,mobile,61,6,2,0
2025-06-07,referral,us,tablet,92,8,4,1
2025-06-07,referral,eu,tablet,32,3,1,0
2025-06-07,referral,apac,tablet,16,2,1,0
2025-06-07,referral,latam,tablet,13,1,0,0
2025-06-08,organic,us,desktop,1214,92,41,8
2025-06-08,organic,eu,desktop,484,44,21,4
2025-06-08,organic,apac,desktop,211,18,7,1
2025-06-08,organic,latam,desktop,167,15,7,1
2025-06-08,organic,us,mobile,1197,105,36,7
2025-06-08,organic,eu,mobile,376,34,10,2
2025-06-08,organic,apac,mobile,177,15,5,1
2025-06-08,organic,latam,mobile,179,16,6,1
2025-06-08,organic,us,tablet,254,20,8,2
2025-06-08,organic,eu,tablet,107,9,4,1
2025-06-08,organic,apac,tablet,49,4,2,0
2025-06-08,organic,latam,tablet,30,3,1,0
2025-06-08,paid_search,us,desktop,742,84,47,13
2025-06-08,paid_search,eu,desktop,411,45,28,7
2025-06-08,paid_search,apac,desktop,145,17,11,4
2025-06-08,paid_search,latam,desktop,122,13,8,1
2025-06-08,paid_search,us,mobile,766,86,39,12
2025-06-08,paid_search,eu,mobile,389,42,20,6
2025-06-08,paid_search,apac,mobile,167,18,8,3
2025-06-08,paid_search,latam,mobile,129,14,5,1
2025-06-08,paid_search,us,tablet,172,20,11,4
2025-06-08,paid_search,eu,tablet,84,10,6,2
2025-06-08,paid_search,apac,tablet,43,5,3,1
2025-06-08,paid_search,latam,tablet,30,3,2,0
2025-06-08,paid_social,us,desktop,777,54,21,3
2025-06-08,paid_social,eu,desktop,268,19,8,1
2025-06-08,paid_social,apac,desktop,160,10,4,1
2025-06-08,paid_social,latam,desktop,91,6,2,0
2025-06-08,paid_social,us,mobile,596,39,13,2
2025-06-08,paid_social,eu,mobile,294,20,6,1
2025-06-08,paid_social,apac,mobile,137,9,3,1
2025-06-08,paid_social,latam,mobile,125,9,3,0
2025-06-08,paid_social,us,tablet,170,12,5,1
2025-06-08,paid_social,eu,tablet,73,6,2,0
2025-06-08,paid_social,apac,tablet,31,2,1,0
2025-06-08,paid_social,latam,tablet,18,1,0,0
2025-06-08,email,us,desktop,210,30,11,1
2025-06-08,email,eu,desktop,99,15,5,0
2025-06-08,email,apac,desktop,48,6,2,0
2025-06-08,email,latam,desktop,33,5,2,0
2025-06-08,email,us,mobile,244,33,8,1
2025-06-08,email,eu,mobile,86,11,3,0
2025-06-08,email,apac,mobile,54,7,2,0
2025-06-08,email,latam,mobile,31,5,1,0
2025-06-08,email,us,tablet,39,6,2,0
2025-06-08,email,eu,tablet,24,3,1,0
2025-06-08,email,apac,tablet,10,1,0,0
2025-06-08,email,latam,tablet,7,1,0,0
2025-06-08,referral,us,desktop,447,43,22,5
2025-06-08,referral,eu,desktop,179,16,8,2
2025-06-08,referral,apac,desktop,70,7,3,1
2025-06-08,referral,latam,desktop,58,6,3,0
2025-06-08,referral,us,mobile,350,32,14,3
2025-06-08,referral,eu,mobile,167,16,6,1
2025-06-08,referral,apac,mobile,82,7,3,1
2025-06-08,referral,latam,mobile,49,4,1,0
2025-06-08,referral,us,tablet,91,9,4,1
2025-06-08,referral,eu,tablet,37,4,2,0
2025-06-08,referral,apac,tablet,16,1,0,0
2025-06-08,referral,latam,tablet,12,1,0,0
2025-06-09,organic,us,desktop,1090,94,46,9
2025-06-09,organic,eu,desktop,514,44,20,3
2025-06-09,organic,apac,desktop,254,22,11,2
2025-06-09,organic,latam,desktop,163,14,6,1
2025-06-09,organic,us,mobile,1601,119,42,8
2025-06-09,organic,eu,mobile,457,37,15,3
2025-06-09,organic,apac,mobile,268,25,9,2
2025-06-09,organic,latam,mobile,174,15,6,1
2025-06-09,organic,us,tablet,281,24,10,2
2025-06-09,organic,eu,tablet,100,9,3,1
2025-06-09,organic,apac,tablet,64,5,2,0
2025-06-09,organic,latam,tablet,40,4,2,0
2025-06-09,paid_search,us,desktop,942,104,67,19
2025-06-09,paid_search,eu,desktop,411,46,27,7
2025-06-09,paid_search,apac,desktop,199,23,14,4
2025-06-09,paid_search,latam,desktop,125,12,7,1
2025-06-09,paid_search,us,mobile,938,106,53,16
2025-06-09,paid_search,eu,mobile,434,42,20,5
2025-06-09,paid_search,apac,mobile,158,17,9,3
2025-06-09,paid_search,latam,mobile,140,15,7,1
2025-06-09,paid_search,us,tablet,182,21,11,4
2025-06-09,paid_search,eu,tablet,84,9,4,1
2025-06-09,paid_search,apac,tablet,51,6,3,1
2025-06-09,paid_search,latam,tablet,31,4,2,0
2025-06-09,paid_social,us,desktop,825,60,27,4
2025-06-09,paid_social,eu,desktop,375,26,11,1
2025-06-09,paid_social,apac,desktop,179,14,6,1
2025-06-09,paid_social,latam,desktop,123,9,4,0
2025-06-09,paid_social,us,mobile,663,50,17,2
2025-06-09,paid_social,eu,mobile,381,26,8,1
2025-06-09,paid_social,apac,mobile,184,13,4,1
2025-06-09,paid_social,latam,mobile,116,9,3,0
2025-06-09,paid_social,us,tablet,183,12,4,1
2025-06-09,paid_social,eu,tablet,93,6,2,0
2025-06-09,paid_social,apac,tablet,38,3,1,0
2025-06-09,paid_social,latam,tablet,22,2,1,0
2025-06-09,email,us,desktop,250,34,12,1
2025-06-09,email,eu,desktop,121,16,6,1
2025-06-09,email,apac,desktop,47,6,2,0
2025-06-09,email,latam,desktop,38,6,2,0
2025-06-09,email,us,mobile,277,36,9,1
2025-06-09,email,eu,mobile,123,15,4,0
2025-06-09,email,apac,mobile,60,8,2,0
2025-06-09,email,latam,mobile,43,6,2,0
2025-06-09,email,us,tablet,65,9,3,0
2025-06-09,email,eu,tablet,26,4,1,0
2025-06-09,email,apac,tablet,14,2,1,0
2025-06-09,email,latam,tablet,7,1,0,0
2025-06-09,referral,us,desktop,351,32,16,4
2025-06-09,referral,eu,desktop,191,18,8,2
2025-06-09,referral,apac,desktop,92,9,5,1
2025-06-09,referral,latam,desktop,75,7,4,1
2025-06-09,referral,us,mobile,498,49,20,4
2025-06-09,referral,eu,mobile,218,22,9,2
2025-06-09,referral,apac,mobile,102,10,4,1
2025-06-09,referral,latam,mobile,71,6,2,0
2025-06-09,referral,us,tablet,102,8,4,1
2025-06-09,referral,eu,tablet,44,4,2,0
2025-06-09,referral,apac,tablet,19,2,1,0
2025-06-09,referral,latam,tablet,17,2,1,0
2025-06-10,organic,us,desktop,1292,110,53,12
2025-06-10,organic,eu,desktop,596,49,24,4
2025-06-10,organic,apac,desktop,253,20,9,2
2025-06-10,organic,latam,desktop,216,20,9,1
2025-06-10,organic,us,mobile,1341,96,36,7
2025-06-10,organic,eu,mobile,559,44,15,2
2025-06-10,organic,apac,mobile,246,21,8,2
2025-06-10,organic,latam,mobile,172,14,5,1
2025-06-10,organic,us,tablet,222,20,8,1
2025-06-10,organic,eu,tablet,138,12,5,1
2025-06-10,organic,apac,tablet,49,4,2,0
2025-06-10,organic,latam,tablet,43,4,2,0
2025-06-10,paid_search,us,desktop,966,123,77,24
2025-06-10,paid_search,eu,desktop,433,44,28,8
2025-06-10,paid_search,apac,desktop,205,23,12,4
2025-06-10,paid_search,latam,desktop,127,14,8,1
2025-06-10,paid_search,us,mobile,903,103,52,15
2025-06-10,paid_search,eu,mobile,444,50,24,6
2025-06-10,paid_search,apac,mobile,219,21,10,3
2025-06-10,paid_search,latam,mobile,127,15,7,1
2025-06-10,paid_search,us,tablet,182,19,10,3
2025-06-10,paid_search,eu,tablet,80,9,5,1
2025-06-10,paid_search,apac,tablet,43,4,2,1
2025-06-10,paid_search,latam,tablet,24,3,2,0
2025-06-10,paid_social,us,desktop,805,58,23,3
2025-06-10,paid_social,eu,desktop,377,28,11,2
2025-06-10,paid_social,apac,desktop,173,11,4,1
2025-06-10,paid_social,latam,desktop,118,9,4,0
2025-06-10,paid_social,us,mobile,749,54,16,2
2025-06-10,paid_social,eu,mobile,350,21,6,1
2025-06-10,paid_social,apac,mobile,161,11,4,1
2025-06-10,paid_social,latam,mobile,112,7,2,0
2025-06-10,paid_social,us,tablet,182,14,6,1
2025-06-10,paid_social,eu,tablet,83,6,2,0
2025-06-10,paid_social,apac,tablet,35,2,1,0
2025-06-10,paid_social,latam,tablet,23,2,1,0
2025-06-10,email,us,desktop,247,37,13,1
2025-06-10,email,eu,desktop,128,17,6,0
2025-06-10,email,apac,desktop,58,8,3,0
2025-06-10,email,latam,desktop,41,6,2,0
2025-06-10,email,us,mobile,264,36,9,1
2025-06-10,email,eu,mobile,87,12,3,0
2025-06-10,email,apac,mobile,62,8,2,0
2025-06-10,email,latam,mobile,39,5,1,0
2025-06-10,email,us,tablet,49,7,2,0
2025-06-10,email,eu,tablet,27,4,1,0
2025-06-10,email,apac,tablet,14,2,1,0
2025-06-10,email,latam,tablet,10,1,0,0
2025-06-10,referral,us,desktop,438,45,24,5
2025-06-10,referral,eu,desktop,202,21,12,2
2025-06-10,referral,apac,desktop,92,10,5,1
2025-06-10,referral,latam,desktop,56,6,3,0
2025-06-10,referral,us,mobile,427,41,17,4
2025-06-10,referral,eu,mobile,196,21,8,2
2025-06-10,referral,apac,mobile,101,10,4,1
2025-06-10,referral,latam,mobile,64,6,2,0
2025-06-10,referral,us,tablet,104,10,5,1
2025-06-10,referral,eu,tablet,45,4,2,0
2025-06-10,referral,apac,tablet,22,2,1,0
2025-06-10,referral,latam,tablet,15,1,0,0
2025-06-11,organic,us,desktop,1211,109,56,11
2025-06-11,organic,eu,desktop,607,43,19,3
2025-06-11,organic,apac,desktop,220,20,9,2
2025-06-11,organic,latam,desktop,165,14,6,1
