sale_id,sale_date,region,channel,revenue,units
1348,2025-07-24,eu,online,471.73,13
1349,2026-03-10,us,online,331.83,10
1350,2025-04-06,latam,online,459.04,16
1351,2025-08-18,latam,online,381.05,9
1352,2025-03-27,apac,online,305.34,9
1353,2026-05-05,apac,retail,257.01,6
1354,2026-03-14,latam,online,571.22,17
1355,2025-02-16,eu,wholesale,713.06,20
1356,2025-09-17,apac,retail,284.52,8
1357,2025-01-17,us,retail,303.72,10
1358,2025-03-27,latam,online,479.85,14
1359,2026-04-11,us,online,337.03,8
1360,2025-07-11,latam,retail,298.91,9
1361,2025-09-23,eu,retail,432.38,11
1362,2025-06-25,eu,wholesale,797.82,20
1363,2026-05-14,apac,online,334.23,9
1364,2026-02-09,us,retail,323.69,8
1365,2025-07-15,eu,wholesale,845.63,19
1366,2025-05-29,us,wholesale,486.67,12
1367,2025-07-15,apac,online,423.46,14
1368,2025-06-06,apac,wholesale,637.00,15
1369,2025-01-21,apac,online,396.48,13
1370,2025-02-22,us,retail,235.09,7
1371,2026-03-19,eu,retail,512.20,12
1372,2025-10-25,us,online,324.96,11
1373,2026-05-15,apac,online,361.73,13
1374,2025-10-02,us,online,349.14,8
1375,2026-05-22,apac,online,315.33,9
1376,2025-07-16,apac,wholesale,506.57,14
1377,2025-12-14,apac,online,434.63,11
1378,2026-02-04,apac,retail,256.02,6
1379,2026-01-04,us,online,318.39,7
1380,2025-03-30,us,online,265.89,7
1381,2026-05-19,eu,wholesale,915.43,20
1382,2025-02-18,latam,wholesale,738.72,16
1383,2025-06-12,latam,online,476.57,13
1384,2025-04-27,us,online,363.49,9
1385,2025-09-22,eu,online,629.30,15
1386,2025-06-04,us,online,297.49,7
1387,2025-04-17,us,online,277.74,8
1388,2025-04-24,apac,retail,211.95,5
1389,2025-04-15,us,online,304.70,10
1390,2026-01-06,us,retail,259.57,8
1391,2026-06-03,latam,online,325.68,11
1392,2025-05-06,apac,retail,288.71,7
1393,2025-01-07,apac,online,362.31,11
1394,2026-01-17,apac,wholesale,701.75,17
1395,2025-09-09,apac,online,401.90,11
1396,2026-02-28,latam,retail,400.30,9
1397,2026-06-13,us,retail,247.55,9
1398,2026-06-14,eu,wholesale,741.07,16
1399,2025-06-18,eu,online,462.90,16
1400,2025-03-01,us,wholesale,503.18,11
1401,2026-06-17,us,retail,269.59,6
1402,2025-11-18,us,retail,262.27,6
1403,2026-06-25,eu,online,492.96,14
1404,2026-03-29,us,retail,256.41,6
1405,2026-02-19,us,retail,249.44,8
1406,2025-05-10,apac,online,272.00,7
1407,2026-06-08,apac,wholesale,496.50,12
1408,2025-09-22,latam,wholesale,655.96,20
1409,2026-06-02,us,retail,247.78,7
1410,2025-02-18,us,online,344.04,8
1411,2025-01-06,us,online,201.69,5
1412,2025-08-28,us,online,329.81,10
1413,2025-05-24,latam,retail,332.90,10
1414,2026-01-05,latam,online,369.07,10
1415,2026-02-26,eu,online,539.46,12
1416,2026-01-14,apac,online,367.62,9
1417,2026-02-09,apac,online,399.71,10
1418,2026-05-17,us,online,265.64,6
1419,2026-06-02,apac,wholesale,651.99,21
1420,2025-05-01,us,retail,304.31,8
1421,2025-06-10,apac,wholesale,638.31,14
1422,2025-05-04,us,online,321.71,9
1423,2025-05-01,latam,online,320.50,10
1424,2025-05-26,apac,retail,364.67,9
1425,2025-11-09,apac,retail,306.47,7
1426,2025-12-24,apac,wholesale,545.08,19
1427,2025-11-14,eu,online,397.29,9
1428,2025-05-16,apac,retail,258.20,6
1429,2026-04-06,apac,online,347.80,8
1430,2026-02-24,eu,online,489.24,14
1431,2025-02-16,us,online,373.04,9
1432,2025-01-26,us,retail,250.41,7
1433,2025-05-07,us,retail,232.49,5
1434,2026-06-19,apac,retail,276.54,9
1435,2025-05-04,apac,retail,264.79,6
1436,2026-03-31,latam,wholesale,602.72,20
1437,2025-02-16,apac,online,259.46,8
1438,2026-06-25,latam,wholesale,698.30,21
1439,2025-04-12,latam,wholesale,622.64,20
1440,2026-02-22,us,wholesale,467.75,12
1441,2025-07-05,eu,retail,433.08,12
1442,2025-11-28,latam,online,433.04,13
1443,2025-02-23,us,retail,254.13,7
1444,2026-01-30,apac,retail,343.18,8
1445,2026-02-21,latam,online,441.46,11
1446,2025-04-14,us,wholesale,485.58,15
1447,2025-11-08,us,retail,236.21,5
1448,2025-05-26,apac,retail,272.38,8
1449,2026-03-10,us,retail,275.58,10
1450,2025-10-24,us,retail,231.19,6
1451,2026-05-09,latam,wholesale,678.84,17
1452,2025-08-06,us,retail,261.66,7
1453,2025-03-13,apac,wholesale,554.31,18
1454,2025-10-14,eu,online,579.45,13
1455,2025-11-22,latam,online,522.79,13
1456,2025-10-07,us,retail,193.72,6
1457,2026-04-16,us,online,331.07,7
1458,2026-05-03,eu,retail,404.65,14
1459,2026-05-16,eu,wholesale,841.71,20
1460,2025-02-01,us,wholesale,456.30,10
1461,2025-05-07,us,online,260.27,6
1462,2025-01-09,latam,wholesale,808.57,27
1463,2025-01-10,apac,wholesale,578.46,17
1464,2025-04-03,us,online,307.08,7
1465,2025-08-15,us,retail,271.71,8
1466,2025-08-03,latam,retail,391.93,14
1467,2025-04-24,us,online,331.96,9
1468,2025-06-29,us,online,296.96,10
1469,2025-09-23,eu,wholesale,1011.51,23
1470,2025-01-24,us,online,271.29,6
1471,2025-09-16,us,online,299.86,11
1472,2025-02-23,apac,online,278.85,6
1473,2026-02-21,latam,retail,334.62,9
1474,2025-08-18,latam,retail,405.62,14
1475,2025-11-20,us,online,323.67,11
1476,2025-08-20,us,wholesale,537.37,12
1477,2025-09-13,apac,wholesale,596.24,20
1478,2026-03-19,us,wholesale,590.31,14
1479,2025-12-09,us,online,351.31,10
1480,2025-12-08,us,retail,221.71,6
1481,2026-03-26,latam,wholesale,698.23,18
1482,2025-02-04,eu,wholesale,692.65,20
1483,2025-05-11,us,online,359.97,12
1484,2025-04-15,us,online,362.49,9
1485,2026-01-26,us,online,289.58,8
1486,2025-01-11,us,retail,263.12,7
1487,2025-04-14,apac,online,305.69,7
1488,2025-07-17,apac,online,446.04,15
1489,2025-07-18,eu,retail,437.37,12
1490,2026-04-01,latam,online,414.86,13
1491,2025-05-11,eu,wholesale,791.64,17
1492,2025-05-30,us,online,335.66,11
1493,2026-01-13,latam,online,491.23,12
1494,2025-02-25,eu,online,506.01,14
1495,2025-07-26,latam,wholesale,704.59,18
1496,2025-12-06,us,retail,239.32,6
1497,2025-11-03,us,online,314.13,9
1498,2025-08-13,us,wholesale,496.76,11
1499,2026-04-23,us,online,313.85,8
1500,2026-01-20,us,online,281.31,9
1501,2026-01-07,latam,retail,382.78,10
1502,2026-01-04,eu,online,523.65,18
1503,2025-06-28,eu,wholesale,847.09,27
1504,2025-07-20,us,online,327.53,12
1505,2025-01-22,us,retail,247.66,6
1506,2025-08-04,us,online,282.94,8
1507,2025-06-25,latam,retail,449.79,10
1508,2025-03-08,us,retail,211.40,7
1509,2025-07-14,us,wholesale,500.12,14
1510,2025-09-08,us,retail,297.27,7
1511,2025-10-29,us,online,307.90,11
1512,2026-06-05,us,retail,215.13,5
1513,2025-03-25,us,wholesale,502.02,13
1514,2026-06-06,latam,online,340.86,10
1515,2026-01-18,apac,wholesale,497.59,11
1516,2025-02-07,apac,online,352.09,11
1517,2025-08-29,us,online,275.58,6
1518,2026-01-19,us,retail,284.72,9
1519,2025-10-30,eu,retail,372.33,10
1520,2026-03-13,apac,online,373.74,10
1521,2026-05-25,apac,online,342.66,11
1522,2026-01-03,latam,online,476.23,11
1523,2025-03-22,latam,online,456.36,15
1524,2025-07-25,eu,wholesale,609.58,18
1525,2025-10-09,us,online,354.94,12
1526,2025-09-25,us,retail,276.51,10
1527,2026-02-18,latam,retail,416.28,10
1528,2025-06-02,eu,online,481.30,11
1529,2025-08-03,latam,retail,294.92,7
1530,2026-04-18,us,retail,245.55,7
1531,2026-03-16,eu,retail,425.74,13
1532,2026-01-19,apac,online,293.69,10
1533,2025-01-10,us,online,247.20,7
1534,2026-02-18,latam,online,430.09,10
1535,2025-01-24,us,online,325.63,11
1536,2026-02-05,us,retail,236.96,5
1537,2026-01-31,latam,online,439.35,11
1538,2025-04-06,apac,retail,303.35,10
1539,2026-05-16,us,wholesale,578.24,13
1540,2025-10-26,apac,wholesale,583.73,15
1541,2026-06-15,eu,wholesale,920.60,21
1542,2025-05-13,apac,retail,290.13,8
1543,2025-07-31,apac,wholesale,608.12,17
1544,2025-11-14,us,online,354.88,9
1545,2025-10-10,apac,online,399.66,11
1546,2025-09-10,us,online,405.55,11
1547,2026-04-17,us,retail,232.09,8
1548,2025-12-22,us,retail,270.11,7
1549,2025-06-29,us,online,313.22,8
1550,2025-07-07,apac,online,373.83,9
1551,2025-02-14,eu,retail,422.53,13
1552,2025-03-10,us,online,416.12,10
1553,2026-05-21,us,wholesale,397.20,13
1554,2026-06-01,apac,retail,318.97,8
1555,2025-09-16,latam,online,434.13,15
1556,2026-04-18,us,online,346.72,10
1557,2026-02-11,us,retail,261.26,6
1558,2026-04-21,eu,online,531.14,14
1559,2025-09-06,eu,online,504.81,14
1560,2025-01-19,latam,wholesale,601.71,15
1561,2026-02-05,latam,wholesale,748.38,27
1562,2025-07-02,latam,online,497.10,16
1563,2025-08-10,eu,online,501.76,13
1564,2025-04-16,apac,online,364.81,10
1565,2025-01-05,latam,wholesale,764.64,24
1566,2025-07-24,latam,retail,356.10,12
1567,2025-12-12,apac,retail,310.37,11
1568,2025-06-21,us,wholesale,401.45,10
1569,2025-12-01,eu,online,481.37,12
1570,2026-03-15,us,online,345.36,11
1571,2025-06-27,latam,online,504.84,18
1572,2025-10-13,latam,online,437.07,11
1573,2025-08-12,apac,wholesale,475.87,13
1574,2025-06-25,us,retail,266.07,8
1575,2026-02-02,eu,online,446.83,11
1576,2025-11-22,latam,online,305.70,7
1577,2025-01-19,us,wholesale,469.77,13
1578,2025-01-14,us,online,301.39,9
1579,2025-11-13,us,retail,270.90,8
1580,2026-05-26,eu,wholesale,937.23,28
1581,2025-02-08,eu,wholesale,844.03,18
1582,2025-05-18,apac,retail,343.40,10
1583,2026-06-18,us,retail,276.64,6
1584,2025-12-06,us,online,264.00,8
1585,2025-09-12,latam,wholesale,728.49,23
1586,2025-07-07,us,online,247.30,7
1587,2025-03-13,eu,retail,431.64,9
1588,2025-06-27,us,wholesale,474.59,12
1589,2025-08-30,us,retail,209.68,6
1590,2026-03-11,latam,wholesale,683.94,22
1591,2026-04-05,latam,online,463.90,11
1592,2026-01-04,apac,retail,283.33,8
1593,2026-06-02,latam,online,387.49,13
1594,2026-01-26,us,online,275.65,8
1595,2025-11-04,eu,retail,392.24,10
1596,2026-04-10,latam,online,413.27,12
1597,2025-12-08,us,online,364.57,12
1598,2026-05-28,latam,wholesale,758.34,18
1599,2026-03-02,apac,online,466.70,13
1600,2025-03-14,apac,online,317.98,9
1601,2026-01-30,eu,retail,443.05,11
1602,2025-12-23,us,retail,232.91,6
1603,2025-03-01,apac,online,302.43,7
1604,2026-01-06,latam,wholesale,534.75,14
1605,2025-06-01,us,retail,265.48,7
1606,2025-06-15,latam,online,486.75,17
1607,2026-01-29,us,online,261.73,6
1608,2026-03-10,apac,wholesale,631.05,20
1609,2026-05-28,apac,online,422.02,12
1610,2025-04-02,latam,online,414.75,14
1611,2025-05-27,us,retail,265.37,6
1612,2025-06-22,us,wholesale,579.79,14
1613,2026-03-04,eu,wholesale,688.22,17
1614,2025-05-18,latam,online,418.25,13
1615,2026-04-07,latam,retail,317.96,10
1616,2025-07-16,us,retail,231.85,7
1617,2025-04-22,us,online,314.69,9
1618,2025-12-17,apac,online,340.84,12
1619,2025-04-14,latam,online,470.52,10
1620,2025-02-12,us,retail,269.51,9
1621,2026-06-17,apac,wholesale,692.61,15
1622,2026-03-16,apac,online,353.99,10
1623,2025-11-19,us,online,374.00,9
1624,2025-12-31,apac,wholesale,425.85,10
1625,2026-02-16,us,wholesale,461.31,15
1626,2025-10-14,us,retail,201.52,4
1627,2026-04-08,us,online,261.14,7
1628,2025-11-26,apac,wholesale,507.37,18
1629,2025-11-30,latam,wholesale,661.65,18
1630,2025-12-23,us,retail,221.11,6
1631,2025-04-13,us,retail,237.63,8
1632,2026-06-01,eu,online,468.20,16
1633,2026-04-24,apac,wholesale,613.01,20
1634,2025-08-05,us,online,373.04,12
1635,2025-04-19,us,retail,198.09,6
1636,2025-10-15,us,retail,258.17,8
1637,2025-05-07,latam,online,370.86,9
1638,2025-12-07,apac,retail,220.56,5
1639,2025-03-08,us,retail,222.69,5
1640,2026-03-24,us,online,272.46,6
1641,2025-03-31,latam,wholesale,745.60,19
1642,2026-01-12,latam,retail,368.25,12
1643,2025-01-02,latam,online,404.31,13
1644,2026-01-09,apac,online,413.53,10
1645,2025-08-16,us,wholesale,486.14,11
1646,2025-10-31,latam,retail,347.48,8
1647,2025-10-18,apac,online,398.90,9
1648,2025-11-13,us,online,382.20,10
1649,2026-05-05,us,online,315.96,10
1650,2025-12-08,us,wholesale,450.54,15
1651,2025-08-19,us,retail,237.10,5
1652,2026-02-06,latam,online,413.86,12
1653,2025-06-13,us,retail,276.23,8
1654,2026-02-05,us,retail,265.73,8
1655,2025-07-19,apac,online,343.54,12
1656,2025-02-25,latam,retail,294.41,7
1657,2025-06-17,us,online,296.59,8
1658,2025-07-20,us,wholesale,451.01,11
1659,2025-04-15,eu,retail,351.07,11
1660,2025-06-22,us,online,203.16,5
1661,2025-07-03,eu,retail,439.47,12
1662,2025-06-02,latam,online,421.28,11
1663,2025-09-04,apac,wholesale,529.25,14
1664,2025-04-02,latam,retail,365.20,9
1665,2025-10-09,us,online,273.67,10
1666,2026-06-06,eu,wholesale,751.93,23
1667,2026-05-07,us,retail,260.10,6
1668,2026-03-21,latam,online,514.40,15
1669,2025-07-09,eu,online,439.72,13
1670,2026-06-27,us,retail,265.07,7
1671,2025-05-08,apac,online,360.65,9
1672,2025-07-04,eu,retail,381.97,14
1673,2025-02-10,apac,online,380.26,12
1674,2025-02-05,us,retail,283.82,10
1675,2025-06-25,eu,online,386.84,14
1676,2026-06-16,latam,retail,390.25,9
1677,2025-05-24,latam,online,359.61,10
1678,2026-06-07,us,online,274.17,9
1679,2025-08-31,eu,retail,442.86,10
1680,2025-08-10,latam,wholesale,698.44,18
1681,2026-03-09,latam,retail,372.28,11
1682,2025-03-27,us,online,312.44,7
1683,2025-05-27,us,retail,256.01,6
1684,2025-07-17,us,retail,237.54,6
1685,2026-06-08,us,online,301.85,10
1686,2025-01-27,us,online,276.99,6
1687,2026-06-29,latam,online,480.13,16
1688,2025-12-08,us,online,367.31,9
1689,2025-10-08,eu,retail,464.48,10
1690,2025-05-07,apac,wholesale,580.17,19
1691,2026-05-17,us,online,327.52,9
1692,2025-04-12,latam,online,457.00,10
1693,2026-02-03,latam,retail,375.55,9
1694,2026-02-17,us,online,359.12,10
1695,2026-06-10,eu,wholesale,798.52,26
1696,2026-01-15,us,online,277.71,7
1697,2026-04-14,latam,online,491.65,12
1698,2026-03-15,apac,online,475.48,13
1699,2025-08-23,us,retail,220.66,5
1700,2025-04-03,apac,online,440.26,11
1701,2025-04-06,eu,online,530.91,13
1702,2025-01-11,us,online,346.90,8
1703,2025-05-20,apac,online,308.45,7
1704,2026-02-20,us,retail,244.42,9
1705,2025-01-08,latam,retail,329.65,8
1706,2026-06-25,latam,retail,281.34,7
1707,2025-06-22,eu,online,461.10,12
1708,2025-05-17,latam,wholesale,536.17,14
1709,2026-01-24,us,online,345.62,10
1710,2025-05-01,us,retail,342.66,10
1711,2025-01-03,apac,online,355.79,11
1712,2026-06-12,latam,retail,290.61,7
1713,2026-05-15,eu,online,526.35,15
1714,2025-12-25,latam,wholesale,691.17,16
1715,2025-04-14,latam,online,398.95,11
1716,2026-05-15,us,online,310.06,11
1717,2026-04-27,us,online,275.97,8
1718,2025-04-22,latam,retail,365.28,8
1719,2025-05-24,us,online,308.98,9
1720,2025-07-14,us,wholesale,528.85,16
1721,2025-12-06,eu,online,549.98,17
1722,2025-09-30,apac,online,345.12,11
1723,2025-05-11,apac,online,326.70,7
1724,2026-02-03,apac,retail,340.38,11
1725,2025-05-10,us,retail,258.96,6
1726,2025-12-17,latam,online,480.36,13
1727,2026-05-07,us,wholesale,517.79,12
1728,2026-06-08,latam,wholesale,780.33,25
1729,2025-09-27,latam,wholesale,750.20,18
1730,2025-04-16,latam,retail,342.88,8
1731,2025-06-02,apac,wholesale,580.76,20
1732,2026-03-13,us,retail,255.21,9
1733,2026-01-25,latam,retail,314.51,8
1734,2026-05-06,latam,online,454.28,16
1735,2025-04-23,apac,wholesale,569.23,17
1736,2025-02-18,apac,online,394.80,13
1737,2025-11-26,eu,online,536.69,12
1738,2026-05-19,eu,wholesale,941.64,27
1739,2025-01-14,latam,wholesale,630.09,21
1740,2026-06-26,latam,retail,279.37,7
1741,2026-01-29,latam,online,450.89,11
1742,2025-07-15,us,wholesale,551.89,18
1743,2025-12-18,apac,wholesale,551.09,13
1744,2025-05-11,apac,wholesale,650.31,21
1745,2025-12-22,us,online,369.64,9
1746,2026-03-06,us,wholesale,441.46,12
1747,2025-06-20,us,retail,203.87,7
1748,2025-07-14,eu,online,463.76,11
1749,2026-06-10,apac,online,385.57,9
1750,2026-02-15,apac,retail,284.30,7
1751,2025-08-12,latam,wholesale,678.78,15
1752,2026-06-22,apac,online,356.85,11
1753,2025-10-02,us,online,279.12,10
1754,2025-06-01,latam,wholesale,671.72,15
1755,2025-02-22,latam,wholesale,648.91,15
1756,2025-12-22,apac,wholesale,535.19,14
1757,2025-09-28,us,online,293.56,8
1758,2025-01-11,latam,wholesale,604.71,14
1759,2025-06-30,latam,retail,343.72,9
1760,2025-04-19,us,retail,245.11,6
1761,2025-09-21,us,retail,299.23,8
1762,2025-10-03,us,online,262.78,8
1763,2026-02-09,us,retail,281.05,7
1764,2025-04-06,apac,retail,308.81,8
1765,2025-06-30,apac,retail,303.04,7
1766,2025-06-16,us,wholesale,605.25,14
1767,2025-07-12,us,online,312.62,10
1768,2025-04-13,us,retail,244.71,6
1769,2025-01-13,eu,retail,377.25,13
1770,2025-02-14,us,retail,223.04,7
1771,2025-01-14,us,online,301.30,7
1772,2025-03-29,apac,retail,283.42,9
1773,2026-03-31,apac,online,374.80,10
1774,2025-10-01,latam,online,389.46,10
1775,2025-04-16,eu,retail,393.68,9
1776,2025-08-18,apac,wholesale,567.10,20
1777,2025-10-21,apac,wholesale,597.44,17
1778,2025-04-26,us,retail,298.51,8
1779,2025-10-16,us,online,268.92,9
1780,2025-02-14,us,retail,271.11,7
1781,2025-07-05,latam,online,417.37,10
1782,2025-12-23,latam,retail,322.72,7
1783,2026-01-13,latam,online,515.90,13
1784,2025-06-02,eu,wholesale,757.44,18
1785,2026-04-03,eu,wholesale,800.62,22
1786,2025-10-13,eu,online,412.27,13
1787,2026-01-30,latam,wholesale,630.07,17
1788,2025-12-08,us,online,333.60,11
1789,2026-01-28,us,retail,210.55,6
1790,2026-01-29,apac,retail,307.82,10
1791,2025-08-13,us,online,292.34,10
1792,2026-05-01,us,wholesale,439.64,10
1793,2025-12-24,us,wholesale,408.10,10
1794,2026-03-08,eu,online,613.13,19
1795,2025-05-22,us,wholesale,545.82,18
1796,2026-03-11,us,retail,269.85,8
1797,2025-03-17,us,online,281.60,9
1798,2025-09-08,eu,wholesale,851.45,29
1799,2025-06-03,us,retail,271.50,9
1800,2026-04-27,apac,retail,249.25,7
1801,2025-01-14,latam,retail,338.50,8
1802,2026-05-31,eu,retail,444.29,14
1803,2026-04-11,apac,online,283.40,6
1804,2026-03-10,apac,retail,266.30,6
1805,2026-01-22,latam,wholesale,730.28,23
1806,2025-07-08,us,online,332.13,8
1807,2025-03-21,us,online,316.44,9
1808,2025-06-18,us,retail,234.96,8
1809,2025-10-04,apac,online,373.51,10
1810,2025-10-16,us,wholesale,494.60,16
1811,2025-01-12,eu,wholesale,835.52,22
1812,2025-10-03,us,wholesale,480.73,16
1813,2026-05-11,us,wholesale,589.62,13
1814,2025-10-17,eu,online,535.35,12
1815,2026-02-05,apac,online,342.25,8
1816,2026-05-31,eu,online,353.51,12
1817,2026-01-27,us,wholesale,365.12,13
1818,2025-03-22,latam,online,445.01,10
1819,2025-08-09,eu,retail,441.71,11
1820,2026-06-13,latam,retail,287.72,6
1821,2025-12-16,us,online,314.83,9
1822,2025-02-10,us,retail,273.53,6
1823,2025-08-02,us,online,349.18,8
1824,2025-04-10,us,retail,267.17,6
1825,2025-03-31,eu,retail,361.02,12
1826,2026-01-08,latam,wholesale,688.62,20
1827,2026-04-17,eu,retail,413.18,13
1828,2025-05-24,us,online,340.71,8
1829,2026-01-08,us,online,323.05,7
1830,2026-01-11,us,wholesale,434.84,12
1831,2025-03-27,us,online,315.27,10
1832,2025-02-28,us,online,261.07,6
1833,2025-01-09,latam,retail,354.99,10
1834,2025-08-17,us,retail,280.52,8
1835,2026-04-23,apac,wholesale,492.12,12
1836,2025-04-21,eu,wholesale,856.31,19
1837,2025-07-24,us,retail,231.43,7
1838,2026-05-03,us,wholesale,549.62,18
1839,2026-04-27,apac,online,378.27,10
1840,2025-03-05,us,retail,255.81,6
1841,2026-04-30,latam,online,438.10,15
1842,2025-09-16,us,online,324.16,8
1843,2026-02-19,eu,wholesale,1008.94,28
1844,2025-09-23,apac,wholesale,645.07,21
1845,2026-03-15,eu,retail,370.37,12
1846,2026-05-02,latam,online,502.29,13
1847,2026-03-24,us,retail,212.94,6
1848,2025-07-23,eu,retail,476.70,16
1849,2025-11-28,us,online,296.51,7
1850,2025-01-15,us,retail,193.99,6
1851,2025-11-21,apac,wholesale,714.34,20
1852,2026-04-07,apac,wholesale,695.83,15
1853,2025-04-10,us,online,358.02,11
1854,2026-01-22,us,retail,280.09,9
1855,2025-01-15,latam,wholesale,634.16,19
1856,2025-05-08,latam,retail,372.58,9
1857,2026-02-25,us,online,289.99,8
1858,2025-06-30,us,online,354.23,10
1859,2025-06-16,apac,online,319.17,7
1860,2025-10-18,us,online,324.54,8
1861,2025-04-12,us,retail,292.13,10
1862,2026-02-26,us,online,332.88,11
1863,2025-04-13,us,online,271.54,6
1864,2025-08-05,us,retail,239.69,7
1865,2025-07-20,apac,online,425.63,12
1866,2026-02-10,us,online,230.70,8
1867,2025-10-18,apac,online,353.01,11
1868,2025-09-05,us,retail,281.97,10
1869,2025-01-27,us,wholesale,511.83,12
1870,2025-12-10,us,online,328.64,11
1871,2026-02-05,us,online,355.38,8
1872,2025-05-12,us,online,348.45,8
1873,2026-02-17,apac,retail,322.38,9
1874,2026-06-01,eu,retail,381.88,13
1875,2025-09-24,us,online,347.34,10
1876,2025-01-12,eu,wholesale,781.86,20
1877,2025-03-22,us,wholesale,522.90,13
1878,2026-01-02,us,online,296.45,9
1879,2025-07-18,us,online,305.59,7
1880,2025-02-22,us,retail,235.23,7
1881,2025-04-16,us,online,363.19,12
1882,2025-07-04,eu,online,611.69,21
1883,2025-08-01,apac,online,321.15,11
1884,2025-03-20,eu,retail,452.76,14
1885,2026-04-07,apac,retail,295.83,10
1886,2025-02-02,latam,online,399.68,13
1887,2025-01-06,latam,online,476.22,11
1888,2025-01-24,latam,wholesale,801.95,21
1889,2026-01-09,us,wholesale,510.25,15
1890,2025-05-10,latam,retail,363.06,11
1891,2025-12-23,apac,retail,274.93,8
1892,2026-02-14,us,online,249.50,6
1893,2025-10-15,latam,wholesale,725.37,17
1894,2025-07-30,us,wholesale,528.89,12
1895,2026-03-10,apac,retail,265.37,8
1896,2025-07-24,eu,online,491.73,13
1897,2025-03-07,apac,online,273.88,6
1898,2026-06-28,latam,online,463.85,14
1899,2025-11-27,eu,wholesale,774.16,24
1900,2025-05-29,latam,online,444.21,11
1901,2025-01-12,eu,online,511.04,13
1902,2025-03-09,latam,online,394.99,11
1903,2025-04-16,us,online,275.82,6
1904,2026-03-08,us,online,278.65,7
1905,2025-07-22,apac,retail,308.31,8
1906,2025-05-08,us,online,361.32,10
1907,2025-08-31,us,online,305.79,8
1908,2026-04-18,us,retail,229.10,7
1909,2026-06-25,us,online,350.24,12
1910,2025-11-05,eu,retail,433.48,13
1911,2025-11-17,us,online,288.83,9
1912,2025-05-05,us,online,300.43,7
1913,2025-08-18,us,wholesale,487.95,16
1914,2026-03-23,latam,online,432.21,13
1915,2026-01-13,eu,retail,441.03,16
1916,2025-02-14,us,wholesale,462.92,15
1917,2025-12-04,us,wholesale,441.21,13
1918,2026-04-17,us,retail,215.32,7
1919,2026-02-28,latam,wholesale,608.00,16
1920,2026-05-17,latam,online,371.90,8
1921,2025-08-20,latam,retail,402.99,10
1922,2025-09-06,latam,retail,382.38,10
1923,2025-03-21,us,wholesale,539.93,17
1924,2026-01-30,us,online,356.36,11
1925,2026-06-25,eu,wholesale,745.76,17
1926,2026-06-01,us,online,331.95,11
1927,2026-01-30,eu,retail,515.20,14
1928,2025-10-12,us,wholesale,461.92,13
1929,2025-04-15,us,retail,307.54,7
1930,2025-07-11,latam,retail,411.41,13
1931,2025-12-27,apac,online,350.34,12
1932,2026-05-30,apac,wholesale,733.35,21
1933,2026-01-14,latam,online,490.97,12
1934,2026-02-17,apac,online,396.03,13
1935,2026-06-16,latam,online,358.68,9
1936,2025-02-24,us,online,322.07,7
1937,2026-06-29,us,online,358.20,9
1938,2025-04-14,us,online,315.30,10
1939,2026-05-23,us,online,317.36,9
1940,2025-01-04,latam,online,517.09,17
1941,2026-05-04,apac,retail,283.37,7
1942,2025-06-20,latam,online,329.27,10
1943,2025-01-14,us,wholesale,449.35,16
1944,2025-06-24,us,retail,213.70,5
1945,2026-05-01,us,online,263.89,8
1946,2025-10-25,eu,retail,387.16,9
1947,2025-05-31,apac,wholesale,581.01,14
1948,2025-12-26,latam,online,406.61,9
1949,2026-01-09,latam,online,336.45,10
1950,2026-05-11,latam,online,454.80,15
1951,2025-01-22,us,retail,287.78,9
1952,2025-02-01,us,online,329.64,10
1953,2026-01-04,us,retail,243.38,5
1954,2025-10-08,apac,wholesale,604.77,14
1955,2026-04-06,us,retail,333.52,11
1956,2025-12-06,us,online,294.15,8
1957,2025-11-13,apac,retail,304.59,7
1958,2026-04-11,us,wholesale,550.60,14
1959,2025-04-23,us,online,341.54,8
1960,2025-10-24,apac,wholesale,560.51,14
1961,2025-10-23,us,online,365.86,10
1962,2025-05-07,latam,retail,357.62,12
1963,2025-01-01,latam,online,456.72,10
1964,2025-06-08,us,online,306.04,7
1965,2025-07-21,us,wholesale,404.98,12
1966,2025-09-12,eu,retail,462.26,11
1967,2025-04-11,us,online,405.74,10
1968,2025-11-27,latam,online,357.76,8
1969,2025-09-14,eu,retail,457.76,14
1970,2026-04-18,eu,online,579.73,15
1971,2026-03-24,apac,retail,322.80,8
1972,2026-01-02,apac,online,389.98,11
1973,2026-02-25,apac,online,267.44,9
1974,2025-05-24,us,wholesale,510.63,13
1975,2026-06-09,latam,online,379.79,9
1976,2026-02-07,us,wholesale,537.40,18
1977,2026-06-15,us,online,321.98,11
1978,2025-12-08,us,online,302.98,8
1979,2025-12-06,us,online,312.06,8
1980,2025-07-29,apac,retail,274.76,7
1981,2025-05-20,us,retail,275.99,6
1982,2025-01-07,latam,online,506.37,12
1983,2025-03-10,us,wholesale,623.52,21
1984,2026-05-01,eu,wholesale,832.03,29
1985,2025-05-05,apac,online,344.67,11
1986,2025-09-24,latam,retail,389.15,9
1987,2025-05-07,us,retail,226.34,7
1988,2025-06-24,us,online,321.11,9
1989,2026-05-07,us,wholesale,512.24,11
1990,2026-02-05,apac,online,422.09,12
1991,2026-03-12,us,online,317.55,11
1992,2025-02-04,apac,online,388.29,10
1993,2025-02-13,us,online,328.23,11
1994,2025-01-10,us,online,281.61,6
1995,2026-05-31,latam,retail,365.73,10
