cost_date,category,region,amount
2025-01-04,payment_processing_fees,global,1558.07
2025-01-04,customer_support_tooling,global,498.36
2025-01-04,insurance,global,425.36
2025-01-05,rent,global,1936.38
2025-01-05,software_licenses,global,1151.09
2025-01-05,logistics,us,1767.33
2025-01-05,logistics,eu,805.42
2025-01-05,logistics,apac,304.44
2025-01-05,logistics,latam,264.25
2025-01-05,packaging,us,465.13
2025-01-05,packaging,eu,169.9
2025-01-05,packaging,apac,74.48
2025-01-05,packaging,latam,68.5
2025-01-05,payment_processing_fees,global,1596.79
2025-01-05,customer_support_tooling,global,592.43
2025-01-05,insurance,global,443.3
2025-01-06,rent,global,1900.35
2025-01-06,software_licenses,global,1265.88
2025-01-06,logistics,us,1843.37
2025-01-06,logistics,eu,739.16
2025-01-06,logistics,apac,351.63
2025-01-06,logistics,latam,286.88
2025-01-06,packaging,us,433.25
2025-01-06,packaging,eu,174.06
2025-01-06,packaging,apac,88.0
2025-01-06,packaging,latam,69.62
2025-01-06,payment_processing_fees,global,1506.83
2025-01-06,customer_support_tooling,global,594.57
2025-01-06,insurance,global,413.81
2025-01-07,rent,global,2158.9
2025-01-07,software_licenses,global,1372.8
2025-01-07,logistics,us,1747.05
2025-01-07,logistics,eu,721.09
2025-01-07,logistics,apac,353.86
2025-01-07,logistics,latam,298.0
2025-01-07,packaging,us,445.26
2025-01-07,packaging,eu,191.44
2025-01-07,packaging,apac,89.21
2025-01-07,packaging,latam,75.83
2025-01-07,payment_processing_fees,global,1733.57
2025-01-07,customer_support_tooling,global,604.51
2025-01-07,insurance,global,412.29
2025-01-08,rent,global,2000.73
2025-01-08,software_licenses,global,1324.32
2025-01-08,logistics,us,1729.64
2025-01-08,logistics,eu,766.87
2025-01-08,logistics,apac,331.59
2025-01-08,logistics,latam,296.27
2025-01-08,packaging,us,405.02
2025-01-08,packaging,eu,191.1
2025-01-08,packaging,apac,83.39
2025-01-08,packaging,latam,69.17
2025-01-08,payment_processing_fees,global,1553.99
2025-01-08,customer_support_tooling,global,578.28
2025-01-08,insurance,global,386.57
2025-01-09,rent,global,1909.81
2025-01-09,software_licenses,global,1316.75
2025-01-09,logistics,us,1655.05
2025-01-09,logistics,eu,810.91
2025-01-09,logistics,apac,390.24
2025-01-09,logistics,latam,317.87
2025-01-09,packaging,us,478.57
2025-01-09,packaging,eu,184.16
2025-01-09,packaging,apac,98.51
2025-01-09,packaging,latam,66.8
2025-01-09,payment_processing_fees,global,1689.68
2025-01-09,customer_support_tooling,global,625.25
2025-01-09,insurance,global,412.93
2025-01-10,rent,global,1934.81
2025-01-10,software_licenses,global,1254.65
2025-01-10,logistics,us,1914.1
2025-01-10,logistics,eu,712.49
2025-01-10,logistics,apac,375.88
2025-01-10,logistics,latam,331.92
2025-01-10,packaging,us,423.05
2025-01-10,packaging,eu,169.23
2025-01-10,packaging,apac,80.36
2025-01-10,packaging,latam,73.97
2025-01-10,payment_processing_fees,global,1571.6
2025-01-10,customer_support_tooling,global,576.77
2025-01-10,insurance,global,429.65
2025-01-11,rent,global,1889.33
2025-01-11,software_licenses,global,1379.23
2025-01-11,logistics,us,1878.8
2025-01-11,logistics,eu,844.36
2025-01-11,logistics,apac,338.18
2025-01-11,logistics,latam,270.58
2025-01-11,packaging,us,410.61
2025-01-11,packaging,eu,181.51
2025-01-11,packaging,apac,85.42
2025-01-11,packaging,latam,76.93
2025-01-11,payment_processing_fees,global,1520.73
2025-01-11,customer_support_tooling,global,589.1
2025-01-11,insurance,global,372.01
2025-01-12,rent,global,1788.2
2025-01-12,software_licenses,global,1280.33
2025-01-12,logistics,us,1965.96
2025-01-12,logistics,eu,737.53
2025-01-12,logistics,apac,342.28
2025-01-12,logistics,latam,303.17
2025-01-12,packaging,us,497.21
2025-01-12,packaging,eu,185.75
2025-01-12,packaging,apac,81.85
2025-01-12,packaging,latam,62.25
2025-01-12,payment_processing_fees,global,1683.06
2025-01-12,customer_support_tooling,global,580.7
2025-01-12,insurance,global,376.48
2025-01-13,rent,global,1822.98
2025-01-13,software_licenses,global,1359.32
2025-01-13,logistics,us,1801.28
2025-01-13,logistics,eu,815.43
2025-01-13,logistics,apac,378.15
2025-01-13,logistics,latam,312.75
2025-01-13,packaging,us,419.88
2025-01-13,packaging,eu,203.28
2025-01-13,packaging,apac,73.75
2025-01-13,packaging,latam,62.36
2025-01-13,payment_processing_fees,global,1630.16
2025-01-13,customer_support_tooling,global,607.33
2025-01-13,insurance,global,417.31
2025-01-14,rent,global,1944.07
2025-01-14,software_licenses,global,1338.78
2025-01-14,logistics,us,1924.86
2025-01-14,logistics,eu,722.62
2025-01-14,logistics,apac,350.45
2025-01-14,logistics,latam,306.76
2025-01-14,packaging,us,470.66
2025-01-14,packaging,eu,211.11
2025-01-14,packaging,apac,77.05
2025-01-14,packaging,latam,64.47
2025-01-14,payment_processing_fees,global,1670.35
2025-01-14,customer_support_tooling,global,578.15
2025-01-14,insurance,global,389.34
2025-01-15,rent,global,1983.66
2025-01-15,software_licenses,global,1303.11
2025-01-15,logistics,us,1823.74
2025-01-15,logistics,eu,762.88
2025-01-15,logistics,apac,359.73
2025-01-15,logistics,latam,290.57
2025-01-15,packaging,us,425.56
2025-01-15,packaging,eu,196.7
2025-01-15,packaging,apac,74.13
2025-01-15,packaging,latam,73.1
2025-01-15,payment_processing_fees,global,1586.09
2025-01-15,customer_support_tooling,global,555.19
2025-01-15,insurance,global,341.85
2025-01-16,rent,global,2183.55
2025-01-16,software_licenses,global,1288.92
2025-01-16,logistics,us,1909.78
2025-01-16,logistics,eu,748.14
2025-01-16,logistics,apac,365.01
2025-01-16,logistics,latam,268.33
2025-01-16,packaging,us,460.66
2025-01-16,packaging,eu,205.92
2025-01-16,packaging,apac,98.56
2025-01-16,packaging,latam,65.31
2025-01-16,payment_processing_fees,global,1690.36
2025-01-16,customer_support_tooling,global,571.22
2025-01-16,insurance,global,407.57
2025-01-17,rent,global,1859.81
2025-01-17,software_licenses,global,1224.99
2025-01-17,logistics,us,1692.02
2025-01-17,logistics,eu,796.74
2025-01-17,logistics,apac,410.1
2025-01-17,logistics,latam,285.32
2025-01-17,packaging,us,429.61
2025-01-17,packaging,eu,201.25
2025-01-17,packaging,apac,84.87
2025-01-17,packaging,latam,78.19
2025-01-17,payment_processing_fees,global,1465.43
2025-01-17,customer_support_tooling,global,595.62
2025-01-17,insurance,global,385.9
2025-01-18,rent,global,1937.94
2025-01-18,software_licenses,global,1368.49
2025-01-18,logistics,us,1833.93
2025-01-18,logistics,eu,762.64
2025-01-18,logistics,apac,380.34
2025-01-18,logistics,latam,307.98
2025-01-18,packaging,us,444.41
2025-01-18,packaging,eu,188.62
2025-01-18,packaging,apac,76.18
2025-01-18,packaging,latam,71.96
2025-01-18,payment_processing_fees,global,1705.5
2025-01-18,customer_support_tooling,global,604.23
2025-01-18,insurance,global,411.66
2025-01-19,rent,global,1849.88
2025-01-19,software_licenses,global,1240.14
2025-01-19,logistics,us,1922.66
2025-01-19,logistics,eu,820.54
2025-01-19,logistics,apac,398.25
2025-01-19,logistics,latam,316.63
2025-01-19,packaging,us,431.78
2025-01-19,packaging,eu,170.79
2025-01-19,packaging,apac,86.56
2025-01-19,packaging,latam,73.92
2025-01-19,payment_processing_fees,global,1585.28
2025-01-19,customer_support_tooling,global,635.05
2025-01-19,insurance,global,405.13
2025-01-20,rent,global,1740.18
2025-01-20,software_licenses,global,1413.07
2025-01-20,logistics,us,1953.9
2025-01-20,logistics,eu,644.71
2025-01-20,logistics,apac,360.69
2025-01-20,logistics,latam,292.84
2025-01-20,packaging,us,461.7
2025-01-20,packaging,eu,170.72
2025-01-20,packaging,apac,83.93
2025-01-20,packaging,latam,77.68
2025-01-20,payment_processing_fees,global,1733.4
2025-01-20,customer_support_tooling,global,568.7
2025-01-20,insurance,global,392.67
2025-01-21,rent,global,1989.29
2025-01-21,software_licenses,global,1233.03
2025-01-21,logistics,us,1841.33
2025-01-21,logistics,eu,821.29
2025-01-21,logistics,apac,345.22
2025-01-21,logistics,latam,296.79
2025-01-21,packaging,us,441.22
2025-01-21,packaging,eu,155.21
2025-01-21,packaging,apac,87.94
2025-01-21,packaging,latam,69.79
2025-01-21,payment_processing_fees,global,1529.77
2025-01-21,customer_support_tooling,global,602.55
2025-01-21,insurance,global,386.04
2025-01-22,rent,global,2058.05
2025-01-22,software_licenses,global,1271.18
2025-01-22,logistics,us,1913.71
2025-01-22,logistics,eu,747.53
2025-01-22,logistics,apac,341.84
2025-01-22,logistics,latam,302.17
2025-01-22,packaging,us,403.1
2025-01-22,packaging,eu,188.55
2025-01-22,packaging,apac,85.13
2025-01-22,packaging,latam,68.95
2025-01-22,payment_processing_fees,global,1625.74
2025-01-22,customer_support_tooling,global,588.2
2025-01-22,insurance,global,421.18
2025-01-23,rent,global,2080.96
2025-01-23,software_licenses,global,1351.7
2025-01-23,logistics,us,1547.77
2025-01-23,logistics,eu,702.61
2025-01-23,logistics,apac,409.3
2025-01-23,logistics,latam,280.37
2025-01-23,packaging,us,489.96
2025-01-23,packaging,eu,186.71
2025-01-23,packaging,apac,83.98
2025-01-23,packaging,latam,73.2
2025-01-23,payment_processing_fees,global,1672.53
2025-01-23,customer_support_tooling,global,565.73
2025-01-23,insurance,global,397.48
2025-01-24,rent,global,1992.26
2025-01-24,software_licenses,global,1163.99
2025-01-24,logistics,us,1900.94
2025-01-24,logistics,eu,736.79
2025-01-24,logistics,apac,353.75
2025-01-24,logistics,latam,306.03
2025-01-24,packaging,us,451.46
2025-01-24,packaging,eu,181.44
2025-01-24,packaging,apac,74.33
2025-01-24,packaging,latam,71.58
2025-01-24,payment_processing_fees,global,1577.06
2025-01-24,customer_support_tooling,global,573.89
2025-01-24,insurance,global,394.81
2025-01-25,rent,global,1837.26
2025-01-25,software_licenses,global,1266.4
2025-01-25,logistics,us,1909.45
2025-01-25,logistics,eu,735.14
2025-01-25,logistics,apac,363.31
2025-01-25,logistics,latam,311.44
2025-01-25,packaging,us,407.92
2025-01-25,packaging,eu,181.65
2025-01-25,packaging,apac,78.49
2025-01-25,packaging,latam,73.51
2025-01-25,payment_processing_fees,global,1656.72
2025-01-25,customer_support_tooling,global,608.97
2025-01-25,insurance,global,409.0
2025-01-26,rent,global,1869.01
2025-01-26,software_licenses,global,1338.9
2025-01-26,logistics,us,2183.66
2025-01-26,logistics,eu,894.12
2025-01-26,logistics,apac,389.01
2025-01-26,logistics,latam,279.96
2025-01-26,packaging,us,425.27
2025-01-26,packaging,eu,220.61
2025-01-26,packaging,apac,82.91
2025-01-26,packaging,latam,70.09
2025-01-26,payment_processing_fees,global,1701.8
2025-01-26,customer_support_tooling,global,616.92
2025-01-26,insurance,global,383.83
2025-01-27,rent,global,1960.49
2025-01-27,software_licenses,global,1251.69
2025-01-27,logistics,us,1646.39
2025-01-27,logistics,eu,748.14
2025-01-27,logistics,apac,345.0
2025-01-27,logistics,latam,338.05
2025-01-27,packaging,us,440.43
2025-01-27,packaging,eu,186.65
2025-01-27,packaging,apac,73.67
2025-01-27,packaging,latam,75.01
2025-01-27,payment_processing_fees,global,1524.74
2025-01-27,customer_support_tooling,global,543.5
2025-01-27,insurance,global,427.19
2025-01-28,rent,global,1984.85
2025-01-28,software_licenses,global,1234.75
2025-01-28,logistics,us,1756.86
2025-01-28,logistics,eu,802.51
2025-01-28,logistics,apac,342.15
2025-01-28,logistics,latam,320.66
2025-01-28,packaging,us,420.05
2025-01-28,packaging,eu,208.02
2025-01-28,packaging,apac,74.57
2025-01-28,packaging,latam,65.55
2025-01-28,payment_processing_fees,global,1609.04
2025-01-28,customer_support_tooling,global,585.66
2025-01-28,insurance,global,416.47
2025-01-29,rent,global,2043.61
2025-01-29,software_licenses,global,1289.2
2025-01-29,logistics,us,1975.96
2025-01-29,logistics,eu,768.03
2025-01-29,logistics,apac,314.54
2025-01-29,logistics,latam,253.66
2025-01-29,packaging,us,479.8
2025-01-29,packaging,eu,182.68
2025-01-29,packaging,apac,86.23
2025-01-29,packaging,latam,71.74
2025-01-29,payment_processing_fees,global,1644.57
2025-01-29,customer_support_tooling,global,650.16
2025-01-29,insurance,global,371.02
2025-01-30,rent,global,2005.64
2025-01-30,software_licenses,global,1274.11
2025-01-30,logistics,us,1907.8
2025-01-30,logistics,eu,757.98
2025-01-30,logistics,apac,308.97
2025-01-30,logistics,latam,289.77
2025-01-30,packaging,us,407.23
2025-01-30,packaging,eu,193.99
2025-01-30,packaging,apac,77.67
2025-01-30,packaging,latam,69.73
2025-01-30,payment_processing_fees,global,1711.09
2025-01-30,customer_support_tooling,global,597.28
2025-01-30,insurance,global,415.95
2025-01-31,rent,global,1898.44
2025-01-31,software_licenses,global,1288.75
2025-01-31,logistics,us,2131.55
2025-01-31,logistics,eu,828.06
2025-01-31,logistics,apac,339.06
2025-01-31,logistics,latam,278.51
2025-01-31,packaging,us,462.01
2025-01-31,packaging,eu,195.54
2025-01-31,packaging,apac,83.49
2025-01-31,packaging,latam,61.82
2025-01-31,payment_processing_fees,global,1633.95
2025-01-31,customer_support_tooling,global,586.61
2025-01-31,insurance,global,389.03
2025-02-01,rent,global,2007.45
2025-02-01,software_licenses,global,1337.97
2025-02-01,logistics,us,1929.2
2025-02-01,logistics,eu,769.95
2025-02-01,logistics,apac,378.11
2025-02-01,logistics,latam,330.23
2025-02-01,packaging,us,445.9
2025-02-01,packaging,eu,189.73
2025-02-01,packaging,apac,84.81
2025-02-01,packaging,latam,67.35
2025-02-01,payment_processing_fees,global,1523.01
2025-02-01,customer_support_tooling,global,607.47
2025-02-01,insurance,global,385.77
2025-02-02,rent,global,2118.13
2025-02-02,software_licenses,global,1314.26
2025-02-02,logistics,us,1595.53
2025-02-02,logistics,eu,765.0
2025-02-02,logistics,apac,317.28
2025-02-02,logistics,latam,277.36
2025-02-02,packaging,us,441.31
2025-02-02,packaging,eu,189.62
2025-02-02,packaging,apac,82.09
2025-02-02,packaging,latam,69.2
2025-02-02,payment_processing_fees,global,1692.08
2025-02-02,customer_support_tooling,global,666.08
2025-02-02,insurance,global,402.57
2025-02-03,rent,global,1788.93
2025-02-03,software_licenses,global,1294.77
2025-02-03,logistics,us,2020.26
2025-02-03,logistics,eu,755.67
2025-02-03,logistics,apac,371.61
2025-02-03,logistics,latam,321.07
2025-02-03,packaging,us,499.72
2025-02-03,packaging,eu,191.57
2025-02-03,packaging,apac,81.33
2025-02-03,packaging,latam,68.71
2025-02-03,payment_processing_fees,global,1700.46
2025-02-03,customer_support_tooling,global,543.1
2025-02-03,insurance,global,383.53
2025-02-04,rent,global,1988.85
2025-02-04,software_licenses,global,1238.57
2025-02-04,logistics,us,1921.45
2025-02-04,logistics,eu,765.55
2025-02-04,logistics,apac,318.22
2025-02-04,logistics,latam,320.73
2025-02-04,packaging,us,457.65
2025-02-04,packaging,eu,184.46
2025-02-04,packaging,apac,86.48
2025-02-04,packaging,latam,67.98
2025-02-04,payment_processing_fees,global,1664.72
2025-02-04,customer_support_tooling,global,648.78
2025-02-04,insurance,global,411.98
2025-02-05,rent,global,1839.66
2025-02-05,software_licenses,global,1409.89
2025-02-05,logistics,us,1758.25
2025-02-05,logistics,eu,786.24
2025-02-05,logistics,apac,348.04
2025-02-05,logistics,latam,290.53
2025-02-05,packaging,us,471.96
2025-02-05,packaging,eu,198.56
2025-02-05,packaging,apac,89.61
2025-02-05,packaging,latam,74.12
2025-02-05,payment_processing_fees,global,1586.68
2025-02-05,customer_support_tooling,global,595.99
2025-02-05,insurance,global,415.1
2025-02-06,rent,global,1897.77
2025-02-06,software_licenses,global,1348.48
2025-02-06,logistics,us,1957.56
2025-02-06,logistics,eu,777.96
2025-02-06,logistics,apac,350.05
2025-02-06,logistics,latam,294.72
2025-02-06,packaging,us,528.22
2025-02-06,packaging,eu,187.17
2025-02-06,packaging,apac,84.47
2025-02-06,packaging,latam,84.41
2025-02-06,payment_processing_fees,global,1507.95
2025-02-06,customer_support_tooling,global,546.22
2025-02-06,insurance,global,424.22
2025-02-07,rent,global,1911.44
2025-02-07,software_licenses,global,1392.46
2025-02-07,logistics,us,1702.5
2025-02-07,logistics,eu,758.64
2025-02-07,logistics,apac,350.85
2025-02-07,logistics,latam,318.94
2025-02-07,packaging,us,479.4
2025-02-07,packaging,eu,179.96
2025-02-07,packaging,apac,97.55
2025-02-07,packaging,latam,61.96
2025-02-07,payment_processing_fees,global,1463.31
2025-02-07,customer_support_tooling,global,586.69
2025-02-07,insurance,global,399.92
2025-02-08,rent,global,2001.93
2025-02-08,software_licenses,global,1253.37
2025-02-08,logistics,us,1809.39
2025-02-08,logistics,eu,719.45
2025-02-08,logistics,apac,348.95
2025-02-08,logistics,latam,308.62
2025-02-08,packaging,us,478.54
2025-02-08,packaging,eu,185.53
2025-02-08,packaging,apac,97.04
2025-02-08,packaging,latam,74.5
2025-02-08,payment_processing_fees,global,1779.06
2025-02-08,customer_support_tooling,global,572.21
2025-02-08,insurance,global,373.54
2025-02-09,rent,global,1961.01
2025-02-09,software_licenses,global,1316.43
2025-02-09,logistics,us,1904.08
2025-02-09,logistics,eu,813.8
2025-02-09,logistics,apac,359.56
2025-02-09,logistics,latam,342.33
2025-02-09,packaging,us,496.73
2025-02-09,packaging,eu,203.4
2025-02-09,packaging,apac,76.56
2025-02-09,packaging,latam,71.87
2025-02-09,payment_processing_fees,global,1513.62
2025-02-09,customer_support_tooling,global,522.9
2025-02-09,insurance,global,382.23
2025-02-10,rent,global,2109.29
2025-02-10,software_licenses,global,1295.98
2025-02-10,logistics,us,1914.27
2025-02-10,logistics,eu,862.37
2025-02-10,logistics,apac,348.14
2025-02-10,logistics,latam,254.88
2025-02-10,packaging,us,414.06
2025-02-10,packaging,eu,182.78
2025-02-10,packaging,apac,77.59
2025-02-10,packaging,latam,81.09
2025-02-10,payment_processing_fees,global,1668.93
2025-02-10,customer_support_tooling,global,587.32
2025-02-10,insurance,global,411.95
2025-02-11,rent,global,2034.65
2025-02-11,software_licenses,global,1354.88
2025-02-11,logistics,us,1715.44
2025-02-11,logistics,eu,750.37
2025-02-11,logistics,apac,332.47
2025-02-11,logistics,latam,280.96
2025-02-11,packaging,us,437.87
2025-02-11,packaging,eu,190.26
2025-02-11,packaging,apac,72.92
2025-02-11,packaging,latam,68.32
2025-02-11,payment_processing_fees,global,1511.36
2025-02-11,customer_support_tooling,global,611.86
2025-02-11,insurance,global,392.77
2025-02-12,rent,global,1901.54
2025-02-12,software_licenses,global,1409.79
2025-02-12,logistics,us,1933.23
2025-02-12,logistics,eu,795.64
2025-02-12,logistics,apac,345.14
2025-02-12,logistics,latam,273.11
2025-02-12,packaging,us,470.53
2025-02-12,packaging,eu,188.53
2025-02-12,packaging,apac,80.95
2025-02-12,packaging,latam,61.96
2025-02-12,payment_processing_fees,global,1774.8
2025-02-12,customer_support_tooling,global,552.96
2025-02-12,insurance,global,403.72
2025-02-13,rent,global,2015.84
2025-02-13,software_licenses,global,1321.67
2025-02-13,logistics,us,1813.91
2025-02-13,logistics,eu,837.56
2025-02-13,logistics,apac,368.73
2025-02-13,logistics,latam,307.22
2025-02-13,packaging,us,452.51
2025-02-13,packaging,eu,179.38
2025-02-13,packaging,apac,80.59
2025-02-13,packaging,latam,76.58
2025-02-13,payment_processing_fees,global,1706.86
2025-02-13,customer_support_tooling,global,588.93
2025-02-13,insurance,global,411.47
2025-02-14,rent,global,1887.75
2025-02-14,software_licenses,global,1318.51
2025-02-14,logistics,us,1754.85
2025-02-14,logistics,eu,782.45
2025-02-14,logistics,apac,341.31
2025-02-14,logistics,latam,276.17
2025-02-14,packaging,us,425.51
2025-02-14,packaging,eu,182.2
2025-02-14,packaging,apac,90.78
2025-02-14,packaging,latam,69.94
2025-02-14,payment_processing_fees,global,1581.08
2025-02-14,customer_support_tooling,global,617.98
2025-02-14,insurance,global,363.18
2025-02-15,rent,global,1891.69
2025-02-15,software_licenses,global,1290.69
2025-02-15,logistics,us,1985.59
2025-02-15,logistics,eu,906.47
2025-02-15,logistics,apac,363.55
2025-02-15,logistics,latam,292.33
2025-02-15,packaging,us,420.7
2025-02-15,packaging,eu,162.94
2025-02-15,packaging,apac,83.29
2025-02-15,packaging,latam,72.75
2025-02-15,payment_processing_fees,global,1588.54
2025-02-15,customer_support_tooling,global,599.3
2025-02-15,insurance,global,408.02
2025-02-16,rent,global,2040.27
2025-02-16,software_licenses,global,1376.19
2025-02-16,logistics,us,1748.65
2025-02-16,logistics,eu,777.09
2025-02-16,logistics,apac,341.77
2025-02-16,logistics,latam,284.24
2025-02-16,packaging,us,418.99
2025-02-16,packaging,eu,170.25
2025-02-16,packaging,apac,77.55
2025-02-16,packaging,latam,67.98
2025-02-16,payment_processing_fees,global,1732.87
2025-02-16,customer_support_tooling,global,621.55
2025-02-16,insurance,global,384.81
2025-02-17,rent,global,1939.13
2025-02-17,software_licenses,global,1359.94
2025-02-17,logistics,us,1737.23
2025-02-17,logistics,eu,705.56
2025-02-17,logistics,apac,342.03
2025-02-17,logistics,latam,275.97
2025-02-17,packaging,us,445.39
2025-02-17,packaging,eu,202.85
2025-02-17,packaging,apac,89.4
2025-02-17,packaging,latam,68.65
2025-02-17,payment_processing_fees,global,1702.09
2025-02-17,customer_support_tooling,global,611.85
2025-02-17,insurance,global,432.14
2025-02-18,rent,global,2014.06
2025-02-18,software_licenses,global,1261.88
2025-02-18,logistics,us,1987.74
2025-02-18,logistics,eu,772.42
2025-02-18,logistics,apac,355.73
2025-02-18,logistics,latam,296.89
2025-02-18,packaging,us,446.66
2025-02-18,packaging,eu,208.05
2025-02-18,packaging,apac,94.8
2025-02-18,packaging,latam,67.01
2025-02-18,payment_processing_fees,global,1491.33
2025-02-18,customer_support_tooling,global,611.59
2025-02-18,insurance,global,393.64
2025-02-19,rent,global,1827.04
2025-02-19,software_licenses,global,1217.14
2025-02-19,logistics,us,1894.37
2025-02-19,logistics,eu,803.85
2025-02-19,logistics,apac,319.42
2025-02-19,logistics,latam,312.05
2025-02-19,packaging,us,472.3
2025-02-19,packaging,eu,199.2
2025-02-19,packaging,apac,85.8
2025-02-19,packaging,latam,70.19
2025-02-19,payment_processing_fees,global,1679.7
2025-02-19,customer_support_tooling,global,577.46
2025-02-19,insurance,global,446.13
2025-02-20,rent,global,1962.12
2025-02-20,software_licenses,global,1360.29
2025-02-20,logistics,us,2194.71
2025-02-20,logistics,eu,816.25
2025-02-20,logistics,apac,320.23
2025-02-20,logistics,latam,278.75
2025-02-20,packaging,us,405.25
2025-02-20,packaging,eu,185.22
2025-02-20,packaging,apac,81.46
2025-02-20,packaging,latam,76.82
2025-02-20,payment_processing_fees,global,1542.14
2025-02-20,customer_support_tooling,global,579.31
2025-02-20,insurance,global,399.24
2025-02-21,rent,global,1860.47
2025-02-21,software_licenses,global,1275.17
2025-02-21,logistics,us,1974.81
2025-02-21,logistics,eu,896.91
2025-02-21,logistics,apac,324.17
2025-02-21,logistics,latam,287.21
2025-02-21,packaging,us,441.64
2025-02-21,packaging,eu,164.29
2025-02-21,packaging,apac,84.89
2025-02-21,packaging,latam,77.7
2025-02-21,payment_processing_fees,global,1716.43
2025-02-21,customer_support_tooling,global,642.19
2025-02-21,insurance,global,417.79
2025-02-22,rent,global,1881.16
2025-02-22,software_licenses,global,1348.58
2025-02-22,logistics,us,1835.6
2025-02-22,logistics,eu,808.16
2025-02-22,logistics,apac,357.71
2025-02-22,logistics,latam,291.63
2025-02-22,packaging,us,416.95
2025-02-22,packaging,eu,196.56
2025-02-22,packaging,apac,80.18
2025-02-22,packaging,latam,69.45
2025-02-22,payment_processing_fees,global,1598.4
2025-02-22,customer_support_tooling,global,590.42
2025-02-22,insurance,global,443.51
2025-02-23,rent,global,1757.4
2025-02-23,software_licenses,global,1240.49
2025-02-23,logistics,us,1980.71
2025-02-23,logistics,eu,798.07
2025-02-23,logistics,apac,343.73
2025-02-23,logistics,latam,303.7
2025-02-23,packaging,us,503.03
2025-02-23,packaging,eu,197.72
2025-02-23,packaging,apac,85.58
2025-02-23,packaging,latam,71.06
2025-02-23,payment_processing_fees,global,1491.52
2025-02-23,customer_support_tooling,global,590.4
2025-02-23,insurance,global,372.97
2025-02-24,rent,global,2088.96
2025-02-24,software_licenses,global,1223.53
2025-02-24,logistics,us,1793.83
2025-02-24,logistics,eu,786.43
2025-02-24,logistics,apac,303.98
2025-02-24,logistics,latam,307.91
2025-02-24,packaging,us,530.63
2025-02-24,packaging,eu,200.36
2025-02-24,packaging,apac,80.69
2025-02-24,packaging,latam,70.36
2025-02-24,payment_processing_fees,global,1678.52
2025-02-24,customer_support_tooling,global,602.6
2025-02-24,insurance,global,416.7
2025-02-25,rent,global,1937.94
2025-02-25,software_licenses,global,1310.93
2025-02-25,logistics,us,2057.84
2025-02-25,logistics,eu,768.6
2025-02-25,logistics,apac,359.29
2025-02-25,logistics,latam,263.77
2025-02-25,packaging,us,497.59
2025-02-25,packaging,eu,168.3
2025-02-25,packaging,apac,82.62
2025-02-25,packaging,latam,76.09
2025-02-25,payment_processing_fees,global,1569.56
2025-02-25,customer_support_tooling,global,577.58
2025-02-25,insurance,global,422.95
2025-02-26,rent,global,1809.63
2025-02-26,software_licenses,global,1151.25
2025-02-26,logistics,us,1755.34
2025-02-26,logistics,eu,825.13
2025-02-26,logistics,apac,349.09
2025-02-26,logistics,latam,329.27
2025-02-26,packaging,us,437.07
2025-02-26,packaging,eu,175.86
2025-02-26,packaging,apac,79.79
2025-02-26,packaging,latam,66.18
2025-02-26,payment_processing_fees,global,1486.83
2025-02-26,customer_support_tooling,global,558.97
2025-02-26,insurance,global,386.7
2025-02-27,rent,global,2064.09
2025-02-27,software_licenses,global,1260.22
2025-02-27,logistics,us,1987.68
2025-02-27,logistics,eu,793.88
2025-02-27,logistics,apac,368.64
2025-02-27,logistics,latam,295.33
2025-02-27,packaging,us,457.14
2025-02-27,packaging,eu,175.62
2025-02-27,packaging,apac,90.12
2025-02-27,packaging,latam,69.33
2025-02-27,payment_processing_fees,global,1846.3
2025-02-27,customer_support_tooling,global,633.12
2025-02-27,insurance,global,409.59
2025-02-28,rent,global,1974.18
2025-02-28,software_licenses,global,1246.71
2025-02-28,logistics,us,1896.4
2025-02-28,logistics,eu,715.51
2025-02-28,logistics,apac,345.15
2025-02-28,logistics,latam,293.83
2025-02-28,packaging,us,415.94
2025-02-28,packaging,eu,180.37
2025-02-28,packaging,apac,87.85
2025-02-28,packaging,latam,58.76
2025-02-28,payment_processing_fees,global,1752.35
2025-02-28,customer_support_tooling,global,601.56
2025-02-28,insurance,global,403.21
2025-03-01,rent,global,1753.93
2025-03-01,software_licenses,global,1295.23
2025-03-01,logistics,us,2087.26
2025-03-01,logistics,eu,807.42
2025-03-01,logistics,apac,361.17
2025-03-01,logistics,latam,279.36
2025-03-01,packaging,us,423.41
2025-03-01,packaging,eu,185.14
2025-03-01,packaging,apac,98.35
2025-03-01,packaging,latam,72.06
2025-03-01,payment_processing_fees,global,1598.73
2025-03-01,customer_support_tooling,global,551.36
2025-03-01,insurance,global,393.87
2025-03-02,rent,global,1956.53
2025-03-02,software_licenses,global,1351.04
2025-03-02,logistics,us,1879.18
2025-03-02,logistics,eu,823.7
2025-03-02,logistics,apac,341.63
2025-03-02,logistics,latam,296.15
2025-03-02,packaging,us,445.91
2025-03-02,packaging,eu,187.46
2025-03-02,packaging,apac,80.65
2025-03-02,packaging,latam,73.92
2025-03-02,payment_processing_fees,global,1327.71
2025-03-02,customer_support_tooling,global,592.35
2025-03-02,insurance,global,387.21
2025-03-03,rent,global,2067.94
2025-03-03,software_licenses,global,1268.05
2025-03-03,logistics,us,1937.85
2025-03-03,logistics,eu,750.14
2025-03-03,logistics,apac,317.91
2025-03-03,logistics,latam,310.58
2025-03-03,packaging,us,429.76
