check_id,location_id,check_date,daypart,party_size,total_amount,tax_amount,server_id,order_channel,table_section,discount_amount
744738,5,2026-05-22,dinner,4,191.0,16.71,5069,dine_in,main,0.0
744739,21,2026-01-05,late_night,6,352.0,30.8,5304,dine_in,bar,0.0
744740,6,2026-07-19,dinner,2,82.0,7.17,5090,dine_in,main,0.0
744741,2,2025-08-23,lunch,2,101.5,8.88,5017,delivery,bar,18.27
744742,8,2026-07-17,lunch,3,225.0,19.69,5108,dine_in,main,0.0
744743,8,2026-06-13,dinner,3,182.0,15.92,5114,kiosk,main,0.0
744744,16,2026-01-18,dinner,3,184.5,16.14,5239,catering,main,0.0
744745,17,2026-07-05,lunch,4,149.5,13.08,5245,dine_in,main,0.0
744746,11,2025-12-06,lunch,3,139.0,12.16,5164,dine_in,patio,6.95
744747,15,2026-05-09,late_night,1,50.5,4.42,5212,dine_in,main,0.0
744748,9,2026-04-04,lunch,4,278.0,24.32,5121,dine_in,bar,0.0
744749,22,2026-02-18,dinner,2,137.5,12.03,5330,dine_in,main,0.0
744750,14,2026-05-30,dinner,1,70.5,6.17,5201,takeout,main,0.0
744751,10,2025-11-04,lunch,6,353.0,30.89,5141,dine_in,patio,0.0
744752,16,2025-07-28,dinner,2,118.0,10.32,5229,takeout,main,0.0
744753,12,2026-03-24,dinner,2,103.0,9.01,5167,delivery,bar,18.54
744754,24,2026-05-12,lunch,2,142.0,12.42,5348,dine_in,main,0.0
744755,2,2025-08-06,dinner,2,93.5,8.18,5016,dine_in,main,0.0
744756,24,2026-05-24,lunch,4,235.5,20.61,5355,dine_in,main,0.0
744757,23,2026-07-14,dinner,4,136.5,11.94,5332,takeout,patio,0.0
744758,21,2026-03-20,lunch,5,262.5,22.97,5315,takeout,patio,0.0
744759,19,2026-06-08,lunch,4,276.5,24.19,5285,dine_in,patio,0.0
744760,10,2026-03-11,dinner,2,99.5,8.71,5140,delivery,main,17.91
744761,8,2026-06-05,lunch,4,208.0,18.2,5116,delivery,main,37.44
744762,11,2026-06-21,dinner,2,120.5,10.54,5158,takeout,main,0.0
744763,2,2026-01-21,dinner,2,139.0,12.16,5024,dine_in,patio,0.0
744764,23,2025-12-23,dinner,3,208.0,18.2,5336,dine_in,main,0.0
744765,1,2025-09-15,lunch,1,69.5,6.08,5013,kiosk,main,0.0
744766,14,2025-07-19,dinner,3,133.5,11.68,5199,delivery,main,24.03
744767,24,2026-01-20,dinner,1,81.5,7.13,5360,dine_in,patio,0.0
744768,24,2025-06-16,lunch,4,230.0,20.12,5348,catering,patio,0.0
744769,12,2026-05-14,dinner,5,223.0,19.51,5176,delivery,main,40.14
744770,8,2025-11-07,lunch,2,106.0,9.27,5119,kiosk,main,5.3
744771,2,2025-11-14,dinner,1,43.5,3.81,5022,delivery,main,7.83
744772,3,2025-07-15,lunch,2,97.5,8.53,5040,dine_in,main,0.0
744773,10,2025-10-06,dinner,3,180.0,15.75,5147,dine_in,main,0.0
744774,10,2025-12-24,lunch,2,122.0,10.67,5139,dine_in,main,0.0
744775,21,2025-09-15,lunch,1,50.0,4.38,5308,dine_in,main,0.0
744776,14,2025-09-19,dinner,2,107.0,9.36,5197,dine_in,patio,0.0
744777,2,2026-04-26,dinner,2,91.0,7.96,5026,catering,main,0.0
744778,2,2026-07-11,lunch,2,79.5,6.96,5017,delivery,main,14.31
744779,19,2026-05-30,lunch,4,216.5,18.94,5274,takeout,patio,0.0
744780,13,2026-01-13,lunch,4,181.0,15.84,5193,takeout,patio,0.0
744781,10,2025-10-19,dinner,2,108.0,9.45,5143,takeout,main,0.0
744782,17,2025-11-22,dinner,2,92.5,8.09,5242,dine_in,main,0.0
744783,5,2025-06-27,dinner,4,178.5,15.62,5068,dine_in,bar,0.0
744784,15,2026-07-03,dinner,2,107.5,9.41,5224,dine_in,main,0.0
744785,11,2025-11-29,lunch,2,124.0,10.85,5156,takeout,main,0.0
744786,13,2026-02-17,dinner,3,114.0,9.97,5183,dine_in,patio,0.0
744787,3,2025-09-30,lunch,4,121.0,10.59,5045,dine_in,main,0.0
744788,21,2026-07-11,dinner,1,61.5,5.38,5307,dine_in,main,0.0
744789,22,2026-02-03,lunch,2,124.0,10.85,5321,takeout,patio,0.0
744790,13,2025-08-27,dinner,2,92.5,8.09,5193,dine_in,patio,0.0
744791,2,2025-10-25,dinner,3,91.5,8.01,5025,dine_in,main,0.0
744792,19,2025-12-04,dinner,2,169.0,14.79,5282,dine_in,main,0.0
744793,2,2025-12-10,late_night,2,71.5,6.26,5022,takeout,main,0.0
744794,17,2025-07-27,lunch,2,87.5,7.66,5248,dine_in,bar,0.0
744795,3,2026-05-09,dinner,1,36.0,3.15,5037,delivery,main,6.48
744796,8,2026-02-20,lunch,4,200.5,17.54,5117,dine_in,main,0.0
744797,16,2026-05-11,dinner,3,102.5,8.97,5230,delivery,main,18.45
744798,1,2026-07-10,dinner,5,246.5,21.57,5013,delivery,main,44.37
744799,15,2026-04-06,dinner,2,116.0,10.15,5213,dine_in,patio,0.0
744800,17,2025-09-25,lunch,2,65.0,5.69,5241,delivery,main,11.7
744801,1,2026-01-26,lunch,4,173.0,15.14,5008,dine_in,main,0.0
744802,5,2026-06-19,lunch,2,113.5,9.93,5070,dine_in,bar,0.0
744803,12,2026-03-04,dinner,5,278.5,24.37,5170,delivery,main,50.13
744804,8,2025-09-04,lunch,6,248.0,21.7,5115,dine_in,bar,0.0
744805,2,2026-02-21,dinner,4,258.5,22.62,5021,catering,main,0.0
744806,23,2025-07-14,dinner,2,97.0,8.49,5331,delivery,bar,17.46
744807,9,2026-01-12,late_night,3,166.0,14.52,5123,dine_in,main,0.0
744808,5,2025-11-24,dinner,5,296.0,25.9,5069,dine_in,patio,0.0
744809,10,2025-07-13,dinner,5,192.0,16.8,5146,dine_in,main,0.0
744810,9,2026-03-19,late_night,2,89.0,7.79,5134,dine_in,patio,0.0
744811,11,2026-03-25,lunch,1,30.5,2.67,5158,takeout,patio,0.0
744812,17,2026-04-10,dinner,4,214.5,18.77,5249,delivery,bar,38.61
744813,2,2026-06-14,lunch,3,86.5,7.57,5025,dine_in,bar,0.0
744814,2,2026-04-09,dinner,4,192.0,16.8,5030,dine_in,patio,9.6
744815,9,2025-07-05,dinner,4,236.5,20.69,5126,dine_in,patio,0.0
744816,23,2025-06-24,dinner,3,186.0,16.27,5343,delivery,main,33.48
744817,7,2026-05-25,dinner,3,115.5,10.11,5094,kiosk,patio,0.0
744818,10,2026-05-09,late_night,3,175.5,15.36,5145,dine_in,bar,0.0
744819,5,2025-07-12,dinner,2,67.5,5.91,5072,takeout,main,0.0
744820,20,2026-04-15,dinner,3,182.0,15.92,5292,dine_in,main,0.0
744821,11,2026-03-19,lunch,4,208.5,18.24,5155,dine_in,main,0.0
744822,5,2026-01-05,lunch,2,90.0,7.87,5074,delivery,patio,16.2
744823,4,2026-06-22,dinner,4,220.5,19.29,5056,catering,main,0.0
744824,12,2026-07-18,dinner,6,227.0,19.86,5168,delivery,main,40.86
744825,2,2026-05-09,dinner,1,38.5,3.37,5018,delivery,main,6.93
744826,7,2025-12-22,lunch,1,80.5,7.04,5094,dine_in,main,0.0
744827,6,2026-05-17,lunch,2,70.0,6.12,5082,delivery,patio,12.6
744828,14,2025-07-11,lunch,4,243.5,21.31,5199,takeout,main,0.0
744829,13,2026-07-12,dinner,1,50.5,4.42,5190,kiosk,main,0.0
744830,16,2025-07-17,dinner,5,288.0,25.2,5232,catering,bar,0.0
744831,2,2025-12-29,lunch,4,174.0,15.22,5024,takeout,main,0.0
744832,8,2026-06-02,lunch,2,77.5,6.78,5110,dine_in,main,0.0
744833,6,2026-07-02,lunch,5,186.5,16.32,5078,takeout,main,9.33
744834,2,2026-07-08,lunch,1,30.5,2.67,5019,dine_in,main,0.0
744835,24,2025-10-15,dinner,3,141.5,12.38,5349,kiosk,main,0.0
744836,14,2025-08-09,lunch,1,64.5,5.64,5198,dine_in,patio,0.0
744837,2,2025-07-06,lunch,2,124.0,10.85,5026,dine_in,patio,0.0
744838,21,2026-05-01,lunch,2,87.5,7.66,5301,takeout,main,0.0
744839,3,2026-03-09,lunch,2,80.0,7.0,5035,delivery,main,14.4
744840,22,2025-12-02,dinner,3,178.0,15.57,5330,delivery,main,32.04
744841,6,2026-03-31,lunch,3,105.5,9.23,5087,delivery,main,18.99
744842,23,2026-03-01,late_night,6,358.0,31.32,5340,dine_in,main,0.0
744843,11,2025-11-27,lunch,4,198.0,17.32,5165,kiosk,patio,0.0
744844,6,2026-01-12,dinner,2,135.5,11.86,5088,dine_in,main,0.0
744845,10,2026-05-11,dinner,2,98.5,8.62,5141,dine_in,patio,0.0
744846,2,2026-07-12,lunch,4,158.0,13.82,5029,dine_in,main,0.0
744847,5,2026-03-28,lunch,3,132.5,11.59,5075,catering,main,0.0
744848,9,2025-11-26,dinner,3,131.5,11.51,5134,delivery,main,23.67
744849,1,2025-09-15,dinner,2,77.5,6.78,5014,delivery,main,13.95
744850,2,2025-08-10,lunch,6,267.5,23.41,5021,catering,main,0.0
744851,17,2025-09-13,lunch,3,207.0,18.11,5244,takeout,bar,0.0
744852,9,2025-11-20,dinner,5,268.0,23.45,5133,takeout,main,0.0
744853,8,2025-10-26,lunch,5,224.5,19.64,5118,dine_in,patio,0.0
744854,10,2026-01-20,late_night,2,121.5,10.63,5146,dine_in,main,0.0
744855,24,2026-01-17,lunch,3,145.0,12.69,5349,catering,main,0.0
744856,12,2026-06-18,dinner,2,80.5,7.04,5174,takeout,main,0.0
744857,24,2026-05-19,dinner,1,47.0,4.11,5355,dine_in,main,0.0
744858,21,2026-03-06,lunch,1,60.0,5.25,5312,dine_in,main,3.0
744859,5,2026-02-23,lunch,2,79.5,6.96,5062,kiosk,patio,0.0
744860,10,2025-08-07,dinner,3,160.0,14.0,5148,dine_in,main,0.0
744861,7,2026-02-03,dinner,2,125.5,10.98,5099,takeout,main,0.0
744862,15,2025-06-19,dinner,4,183.0,16.01,5217,takeout,main,0.0
744863,11,2026-06-21,dinner,4,211.5,18.51,5153,dine_in,patio,0.0
744864,23,2026-04-29,dinner,3,106.0,9.27,5336,dine_in,bar,0.0
744865,3,2025-09-16,dinner,4,183.5,16.06,5033,dine_in,main,0.0
744866,19,2026-01-21,dinner,1,83.0,7.26,5285,kiosk,patio,0.0
744867,9,2025-09-29,lunch,4,173.5,15.18,5121,takeout,main,0.0
744868,21,2025-09-09,dinner,2,96.0,8.4,5307,dine_in,bar,0.0
744869,3,2025-07-17,late_night,2,127.5,11.16,5035,takeout,bar,0.0
744870,2,2026-01-05,lunch,3,128.5,11.24,5024,dine_in,patio,0.0
744871,8,2026-02-20,dinner,2,84.5,7.39,5110,dine_in,patio,0.0
744872,8,2026-04-18,lunch,3,188.5,16.49,5119,dine_in,main,0.0
744873,22,2026-04-22,lunch,2,103.0,9.01,5322,dine_in,main,0.0
744874,5,2026-05-21,dinner,2,72.5,6.34,5065,dine_in,patio,0.0
744875,18,2025-11-03,lunch,3,162.5,14.22,5260,dine_in,patio,0.0
744876,19,2026-02-08,dinner,3,191.5,16.76,5283,dine_in,patio,0.0
744877,21,2026-04-29,late_night,4,181.0,15.84,5302,takeout,main,0.0
744878,2,2025-11-15,late_night,2,97.5,8.53,5020,dine_in,main,0.0
744879,24,2026-02-16,lunch,4,208.5,18.24,5353,catering,main,0.0
744880,2,2025-07-11,dinner,4,200.5,17.54,5029,dine_in,patio,0.0
744881,20,2025-10-07,dinner,5,200.0,17.5,5295,dine_in,bar,0.0
744882,8,2025-10-27,dinner,1,78.0,6.82,5115,catering,bar,0.0
744883,21,2025-09-30,dinner,2,120.5,10.54,5303,dine_in,patio,0.0
744884,20,2025-08-23,lunch,4,138.0,12.07,5286,dine_in,main,0.0
744885,24,2025-11-06,dinner,2,84.5,7.39,5359,delivery,main,15.21
744886,24,2026-03-11,dinner,1,70.5,6.17,5357,dine_in,patio,0.0
744887,6,2026-02-21,dinner,2,142.0,12.42,5089,dine_in,main,0.0
744888,8,2026-01-11,lunch,2,106.5,9.32,5108,dine_in,main,0.0
744889,15,2026-02-05,dinner,4,224.5,19.64,5222,dine_in,bar,0.0
744890,21,2025-10-07,dinner,2,122.5,10.72,5309,takeout,main,0.0
744891,13,2026-01-24,lunch,5,290.5,25.42,5190,takeout,main,0.0
744892,16,2026-06-27,dinner,4,241.5,21.13,5240,takeout,patio,0.0
744893,2,2026-01-06,dinner,2,62.5,5.47,5020,takeout,bar,0.0
744894,11,2026-01-22,dinner,4,238.5,20.87,5157,dine_in,patio,0.0
744895,24,2026-03-18,dinner,3,152.0,13.3,5359,dine_in,main,0.0
744896,1,2025-08-21,dinner,5,304.5,26.64,5008,dine_in,patio,0.0
744897,24,2026-04-14,dinner,2,133.5,11.68,5359,dine_in,bar,6.68
744898,8,2025-12-22,lunch,2,116.5,10.19,5111,dine_in,bar,0.0
744899,19,2025-11-30,lunch,1,50.5,4.42,5278,dine_in,main,0.0
744900,15,2026-06-08,lunch,1,56.5,4.94,5217,takeout,bar,0.0
744901,24,2026-07-17,lunch,1,60.5,5.29,5357,takeout,main,0.0
744902,21,2025-06-16,dinner,4,202.0,17.67,5313,delivery,patio,36.36
744903,24,2025-10-13,lunch,2,112.5,9.84,5359,catering,main,0.0
744904,15,2025-09-15,lunch,3,159.5,13.96,5223,takeout,main,0.0
744905,18,2025-07-23,late_night,3,143.0,12.51,5258,takeout,patio,7.15
744906,8,2026-02-19,lunch,2,124.5,10.89,5106,catering,patio,0.0
744907,16,2025-10-24,lunch,3,131.0,11.46,5233,dine_in,main,0.0
744908,8,2025-11-15,lunch,6,332.5,29.09,5108,catering,bar,0.0
744909,10,2025-08-14,lunch,4,256.5,22.44,5144,kiosk,patio,0.0
744910,2,2026-05-08,late_night,3,146.5,12.82,5029,catering,bar,0.0
744911,19,2026-05-10,lunch,2,130.0,11.38,5277,dine_in,bar,0.0
744912,4,2026-01-23,dinner,1,26.5,2.32,5055,takeout,patio,0.0
744913,18,2025-07-07,dinner,2,117.5,10.28,5270,takeout,patio,0.0
744914,12,2026-05-19,dinner,3,136.0,11.9,5174,dine_in,main,0.0
744915,20,2025-10-11,dinner,4,190.0,16.62,5299,delivery,main,34.2
744916,22,2026-01-10,dinner,2,112.0,9.8,5329,dine_in,bar,0.0
744917,8,2025-06-22,dinner,1,79.0,6.91,5106,dine_in,main,0.0
744918,4,2025-11-23,late_night,1,97.0,8.49,5049,dine_in,bar,0.0
744919,3,2025-11-25,lunch,4,181.0,15.84,5035,takeout,patio,0.0
744920,21,2025-06-18,dinner,2,121.5,10.63,5310,dine_in,bar,0.0
744921,20,2026-07-04,dinner,4,261.5,22.88,5288,dine_in,main,0.0
744922,5,2025-09-23,lunch,3,111.5,9.76,5071,takeout,main,0.0
744923,5,2025-09-16,late_night,1,71.5,6.26,5074,dine_in,patio,0.0
744924,21,2025-06-22,lunch,2,110.0,9.62,5312,takeout,bar,0.0
744925,24,2025-12-03,lunch,3,237.5,20.78,5356,dine_in,main,0.0
744926,14,2026-06-05,lunch,2,134.0,11.72,5197,catering,main,0.0
744927,11,2026-02-14,dinner,2,105.5,9.23,5161,catering,main,5.28
744928,5,2025-10-24,lunch,2,98.5,8.62,5073,dine_in,main,0.0
744929,6,2026-01-10,lunch,1,62.0,5.42,5086,dine_in,bar,3.1
744930,11,2025-12-16,late_night,3,143.5,12.56,5162,dine_in,patio,0.0
744931,10,2025-07-14,late_night,2,104.0,9.1,5146,catering,main,0.0
744932,2,2025-12-24,lunch,2,102.0,8.92,5018,dine_in,main,0.0
744933,21,2026-03-09,dinner,2,115.0,10.06,5301,dine_in,patio,0.0
744934,15,2026-02-01,dinner,3,159.5,13.96,5219,takeout,bar,7.98
744935,8,2026-05-06,late_night,6,331.0,28.96,5107,dine_in,main,0.0
744936,20,2025-10-27,dinner,2,82.0,7.17,5298,delivery,main,14.76
744937,14,2026-07-02,dinner,4,179.5,15.71,5202,dine_in,patio,0.0
744938,5,2025-10-27,late_night,2,93.5,8.18,5068,dine_in,main,0.0
744939,23,2026-07-06,dinner,2,120.5,10.54,5344,dine_in,patio,0.0
744940,17,2026-04-17,lunch,2,112.5,9.84,5242,takeout,bar,0.0
744941,20,2025-10-19,dinner,2,62.5,5.47,5291,dine_in,main,0.0
744942,2,2025-12-11,dinner,2,125.0,10.94,5030,dine_in,main,0.0
744943,17,2026-01-05,lunch,6,293.5,25.68,5245,dine_in,main,14.68
744944,21,2026-05-10,lunch,4,203.5,17.81,5301,takeout,bar,0.0
744945,24,2025-12-11,dinner,4,170.0,14.87,5349,dine_in,main,0.0
744946,2,2025-08-01,dinner,6,204.0,17.85,5030,delivery,patio,36.72
744947,4,2026-02-16,lunch,1,38.5,3.37,5046,dine_in,main,0.0
744948,4,2025-09-29,lunch,2,81.5,7.13,5057,catering,bar,0.0
744949,20,2025-10-12,dinner,4,199.0,17.41,5292,dine_in,main,0.0
744950,9,2026-01-16,dinner,4,215.5,18.86,5130,dine_in,patio,0.0
744951,1,2025-09-11,dinner,2,54.0,4.72,5015,delivery,main,9.72
744952,18,2025-07-01,lunch,4,246.5,21.57,5267,delivery,main,44.37
744953,24,2025-11-10,dinner,1,26.5,2.32,5355,delivery,main,4.77
744954,5,2025-06-27,dinner,2,67.5,5.91,5070,dine_in,patio,0.0
744955,8,2026-01-31,lunch,4,256.0,22.4,5109,dine_in,main,0.0
744956,3,2026-06-29,lunch,2,67.5,5.91,5031,dine_in,patio,0.0
744957,18,2025-07-23,late_night,3,167.0,14.61,5269,dine_in,patio,0.0
744958,24,2025-08-26,lunch,2,96.0,8.4,5350,dine_in,patio,0.0
744959,2,2026-04-16,lunch,5,237.0,20.74,5020,takeout,main,0.0
744960,18,2025-07-05,lunch,2,104.5,9.14,5258,dine_in,main,0.0
744961,1,2026-01-21,late_night,2,126.5,11.07,5004,takeout,patio,0.0
744962,13,2025-12-26,dinner,3,115.0,10.06,5186,delivery,main,20.7
744963,14,2025-07-25,lunch,2,132.5,11.59,5197,catering,bar,0.0
744964,18,2025-10-20,dinner,3,149.5,13.08,5256,dine_in,main,0.0
744965,22,2025-11-17,dinner,1,59.0,5.16,5327,dine_in,main,0.0
744966,9,2025-10-04,dinner,3,149.0,13.04,5122,dine_in,patio,0.0
744967,15,2025-11-19,dinner,3,152.5,13.34,5218,delivery,patio,27.45
744968,7,2025-10-04,dinner,2,62.0,5.42,5092,dine_in,main,0.0
744969,5,2025-07-07,dinner,4,187.0,16.36,5065,dine_in,patio,0.0
744970,2,2026-01-18,lunch,4,147.5,12.91,5026,dine_in,patio,0.0
744971,23,2025-09-14,dinner,2,107.5,9.41,5341,dine_in,main,0.0
744972,2,2025-12-25,late_night,5,182.5,15.97,5020,dine_in,main,0.0
744973,1,2025-08-10,dinner,2,93.5,8.18,5010,dine_in,main,0.0
744974,5,2025-11-04,lunch,4,169.0,14.79,5075,dine_in,main,0.0
744975,18,2026-06-05,lunch,2,116.5,10.19,5260,delivery,main,20.97
744976,18,2025-12-22,dinner,2,80.5,7.04,5264,takeout,main,0.0
744977,9,2025-12-14,dinner,3,111.0,9.71,5135,dine_in,patio,0.0
744978,19,2025-12-26,lunch,6,304.5,26.64,5284,dine_in,bar,0.0
744979,21,2025-10-13,dinner,2,99.5,8.71,5304,dine_in,main,0.0
744980,19,2025-06-20,dinner,2,115.5,10.11,5282,dine_in,main,0.0
744981,8,2025-10-28,lunch,3,141.0,12.34,5113,delivery,main,25.38
744982,10,2025-11-30,dinner,3,105.0,9.19,5143,delivery,patio,18.9
744983,4,2025-07-11,lunch,2,116.5,10.19,5054,dine_in,patio,0.0
744984,2,2025-09-15,dinner,4,159.5,13.96,5028,dine_in,bar,0.0
744985,4,2026-02-06,dinner,4,249.5,21.83,5055,delivery,main,44.91
744986,17,2026-04-07,dinner,2,135.5,11.86,5252,catering,patio,0.0
744987,5,2026-02-05,dinner,2,65.0,5.69,5073,dine_in,main,0.0
744988,19,2026-03-25,dinner,2,92.5,8.09,5279,takeout,bar,0.0
744989,15,2025-12-10,late_night,1,85.0,7.44,5223,dine_in,main,0.0
744990,20,2026-06-25,lunch,4,154.5,13.52,5286,dine_in,patio,0.0
744991,21,2025-07-16,dinner,4,184.5,16.14,5301,delivery,main,33.21
744992,2,2026-04-25,dinner,5,290.5,25.42,5029,dine_in,main,0.0
744993,10,2025-11-16,dinner,2,141.0,12.34,5137,dine_in,bar,0.0
744994,21,2026-01-15,dinner,3,206.5,18.07,5301,dine_in,main,0.0
744995,7,2026-05-20,lunch,2,161.0,14.09,5094,takeout,patio,0.0
744996,10,2026-03-14,lunch,2,110.5,9.67,5149,dine_in,main,0.0
744997,24,2026-06-23,dinner,2,94.0,8.22,5351,dine_in,main,0.0
744998,23,2025-09-18,lunch,1,39.5,3.46,5338,dine_in,main,0.0
744999,6,2025-09-02,lunch,2,115.5,10.11,5087,dine_in,patio,0.0
745000,8,2026-03-12,dinner,2,126.5,11.07,5113,takeout,main,0.0
745001,4,2025-08-18,dinner,2,119.0,10.41,5051,dine_in,main,0.0
745002,2,2026-01-17,dinner,1,97.5,8.53,5026,catering,main,0.0
745003,4,2025-06-30,dinner,4,214.0,18.72,5048,dine_in,bar,0.0
745004,18,2026-01-12,lunch,2,96.0,8.4,5266,dine_in,patio,0.0
745005,11,2026-04-17,dinner,4,194.0,16.97,5156,dine_in,patio,0.0
745006,16,2026-06-18,dinner,2,97.5,8.53,5232,dine_in,main,0.0
745007,2,2026-03-17,dinner,2,68.5,5.99,5020,dine_in,patio,0.0
745008,6,2025-12-18,dinner,5,270.5,23.67,5086,takeout,main,0.0
745009,18,2026-04-25,dinner,4,215.5,18.86,5264,dine_in,bar,10.78
745010,18,2025-12-13,dinner,2,104.5,9.14,5262,delivery,bar,18.81
745011,17,2025-09-10,lunch,4,212.5,18.59,5241,dine_in,main,0.0
745012,17,2026-05-02,dinner,2,86.0,7.52,5251,delivery,bar,15.48
745013,23,2026-07-07,lunch,2,124.5,10.89,5338,dine_in,patio,0.0
745014,14,2026-01-27,dinner,4,195.5,17.11,5196,dine_in,main,0.0
745015,18,2025-08-03,dinner,2,124.0,10.85,5267,catering,main,0.0
745016,3,2026-05-15,lunch,3,140.5,12.29,5040,takeout,bar,0.0
745017,2,2025-08-23,dinner,1,41.0,3.59,5025,dine_in,main,0.0
745018,21,2025-08-11,late_night,1,72.5,6.34,5302,kiosk,patio,0.0
745019,11,2026-04-03,dinner,1,34.5,3.02,5159,takeout,main,0.0
745020,4,2025-10-02,dinner,4,172.5,15.09,5060,dine_in,main,0.0
745021,24,2025-07-22,late_night,5,232.5,20.34,5356,dine_in,main,0.0
745022,22,2026-06-03,lunch,2,100.5,8.79,5316,dine_in,main,5.03
745023,16,2025-12-03,dinner,3,184.5,16.14,5237,kiosk,bar,0.0
745024,19,2025-11-14,dinner,1,52.5,4.59,5278,dine_in,bar,0.0
745025,10,2026-04-01,lunch,1,81.0,7.09,5137,dine_in,main,4.05
745026,4,2026-06-27,dinner,4,197.5,17.28,5054,takeout,main,0.0
745027,3,2025-10-14,dinner,1,64.5,5.64,5037,dine_in,main,0.0
745028,20,2025-09-06,lunch,3,132.0,11.55,5293,takeout,patio,0.0
745029,5,2025-08-05,lunch,5,251.0,21.96,5067,dine_in,main,0.0
745030,8,2025-06-22,dinner,4,266.5,23.32,5114,dine_in,bar,0.0
745031,12,2025-11-14,dinner,2,120.0,10.5,5173,takeout,main,0.0
745032,23,2026-02-14,dinner,3,129.5,11.33,5332,dine_in,patio,0.0
745033,23,2025-07-28,dinner,2,93.5,8.18,5332,delivery,bar,16.83
745034,18,2025-06-24,lunch,1,96.5,8.44,5256,kiosk,main,0.0
745035,21,2026-02-08,dinner,2,179.0,15.66,5310,dine_in,main,0.0
745036,23,2026-05-01,dinner,6,388.5,33.99,5338,dine_in,main,0.0
745037,5,2025-11-16,dinner,1,98.0,8.57,5071,dine_in,main,0.0
745038,21,2025-09-13,dinner,6,226.5,19.82,5303,delivery,bar,40.77
745039,19,2026-06-01,late_night,4,204.0,17.85,5277,dine_in,main,0.0
745040,24,2026-04-28,lunch,3,180.5,15.79,5346,dine_in,patio,0.0
745041,3,2026-03-31,dinner,3,119.0,10.41,5033,dine_in,main,0.0
745042,24,2025-09-07,lunch,4,247.0,21.61,5352,dine_in,main,0.0
745043,17,2026-07-11,lunch,2,101.0,8.84,5247,dine_in,patio,0.0
745044,6,2025-09-08,lunch,3,135.5,11.86,5081,takeout,patio,0.0
745045,1,2026-02-23,dinner,4,215.0,18.81,5006,dine_in,patio,0.0
745046,18,2026-07-12,lunch,3,170.0,14.87,5264,dine_in,main,0.0
745047,16,2026-02-25,dinner,2,100.5,8.79,5227,dine_in,bar,0.0
745048,13,2025-10-05,dinner,4,237.5,20.78,5182,catering,main,11.88
745049,23,2025-11-18,dinner,2,87.0,7.61,5341,dine_in,main,0.0
745050,6,2025-09-11,dinner,2,66.0,5.77,5078,delivery,main,11.88
745051,12,2026-03-16,lunch,1,64.0,5.6,5171,dine_in,main,0.0
745052,24,2025-09-25,dinner,2,100.0,8.75,5357,delivery,main,18.0
745053,2,2026-06-24,lunch,2,82.5,7.22,5020,takeout,patio,4.12
745054,4,2025-12-27,dinner,1,49.5,4.33,5055,takeout,main,0.0
745055,3,2025-09-16,dinner,2,54.0,4.72,5038,takeout,main,0.0
745056,1,2026-04-17,dinner,2,94.5,8.27,5003,catering,patio,0.0
745057,13,2025-07-10,lunch,4,164.0,14.35,5182,delivery,bar,29.52
745058,5,2026-03-23,dinner,2,109.5,9.58,5069,dine_in,main,0.0
745059,6,2025-07-26,dinner,3,179.0,15.66,5082,dine_in,main,0.0
745060,1,2025-11-12,lunch,3,137.5,12.03,5008,takeout,main,0.0
745061,21,2026-02-17,late_night,3,118.0,10.32,5314,dine_in,main,0.0
745062,19,2025-09-16,dinner,2,109.5,9.58,5280,dine_in,main,0.0
745063,4,2026-02-05,dinner,2,117.5,10.28,5049,dine_in,main,0.0
745064,24,2025-09-26,late_night,2,111.0,9.71,5349,takeout,patio,0.0
745065,19,2026-03-12,late_night,1,85.0,7.44,5275,dine_in,main,0.0
745066,23,2026-03-10,lunch,4,252.0,22.05,5342,kiosk,main,0.0
745067,8,2025-10-05,dinner,1,57.5,5.03,5106,dine_in,bar,0.0
745068,5,2026-03-17,lunch,4,175.0,15.31,5075,dine_in,main,8.75
745069,8,2026-05-12,dinner,6,446.0,39.02,5119,takeout,patio,0.0
745070,23,2025-08-18,lunch,5,247.0,21.61,5342,dine_in,bar,0.0
745071,5,2025-06-27,dinner,2,71.5,6.26,5074,dine_in,patio,3.58
745072,3,2026-06-02,late_night,5,225.5,19.73,5037,delivery,main,40.59
745073,1,2026-02-27,dinner,2,72.5,6.34,5010,dine_in,bar,0.0
745074,10,2026-07-03,dinner,2,99.5,8.71,5140,delivery,main,17.91
745075,11,2026-06-03,lunch,4,237.5,20.78,5159,dine_in,main,0.0
745076,3,2026-02-10,dinner,2,126.5,11.07,5032,dine_in,main,0.0
745077,2,2025-09-25,dinner,2,66.0,5.77,5018,dine_in,main,0.0
745078,12,2026-05-18,lunch,4,253.5,22.18,5169,dine_in,patio,12.68
745079,4,2025-06-25,lunch,2,75.5,6.61,5059,delivery,main,13.59
745080,12,2025-10-30,dinner,3,258.0,22.57,5166,dine_in,main,0.0
745081,17,2025-08-06,lunch,3,145.0,12.69,5248,takeout,main,0.0
745082,7,2026-03-13,late_night,2,91.0,7.96,5098,dine_in,bar,0.0
745083,17,2026-06-30,lunch,3,167.0,14.61,5244,takeout,main,0.0
745084,3,2026-06-12,late_night,3,106.5,9.32,5041,takeout,main,0.0
745085,19,2025-06-16,dinner,2,147.0,12.86,5273,dine_in,bar,0.0
745086,18,2026-02-21,dinner,1,51.5,4.51,5270,dine_in,main,0.0
