Date,Day of Week,Exercise,Weight,Reps,Start Time,RPE,Notes,,,,,,,,,,,,,,,,
2020-11-16,Monday,Chin Up,159.8,16,,,,,,,,,,,,,,,,,,,
2020-11-15,Sunday,Barbell Front Squat,20,35,,,,,,,,,,,,,,,,,,,
2020-11-15,Sunday,Barbell Front Squat,20,36,,,,,,,,,,,,,,,,,,,
2020-11-15,Sunday,Barbell Front Squat,20,29,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Diamond Pushup,159.8,5,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Diamond Pushup,159.8,33,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Diamond Pushup,159.8,35,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Diamond Pushup,159.8,32,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Dumbbell Curl,20,15,,,,,,,,,,,,,,,,,,,
2020-11-13,Friday,Lateral Dumbbell Raise,20,15,,,,,,,,,,,,,,,,,,,
2020-11-12,Thursday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-11-12,Thursday,Weighted Pistol Squat,20,5,,,,,,,,,,,,,,,,,,,
2020-11-12,Thursday,One Handed Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-11-12,Thursday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-11-11,Wednesday,Pull Up,159.8,3,,,,,,,,,,,,,,,,,,,
2020-11-11,Wednesday,Pull Up,159.8,13,,,,,,,,,,,,,,,,,,,
2020-11-11,Wednesday,Pull Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-11-10,Tuesday,Elevated Paralette Pushup,,27,,,,,,,,,,,,,,,,,,,
2020-11-09,Monday,Chin Up,159.8,5,,,,,,,,,,,,,,,,,,,
2020-11-09,Monday,Chin Up,159.8,16,,,,,,,,,,,,,,,,,,,
2020-11-09,Monday,Chin Up,159.8,13,,,,,,,,,,,,,,,,,,,
2020-11-09,Monday,Chin Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-11-08,Sunday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-11-07,Saturday,Diamond Pushup,159.8,30,,,,,,,,,,,,,,,,,,,
2020-11-06,Friday,Diamond Pushup,159.8,5,,,,,,,,,,,,,,,,,,,
2020-11-06,Friday,Diamond Pushup,159.8,35,,,,,,,,,,,,,,,,,,,
2020-11-06,Friday,Diamond Pushup,159.8,4,,,,,,,,,,,,,,,,,,,
2020-11-06,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Dumbbell Curl,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Lateral Dumbbell Raise,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Lateral Dumbbell Raise,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Dumbbell Curl,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Dumbbell Curl,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Lateral Dumbbell Raise,20,15,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Plank,159.8,,,,,,,,,,,,,,,,,,,,
2020-11-05,Thursday,Back to Wall Handstand Pushup,,11,,,,,,,,,,,,,,,,,,,
2020-11-04,Wednesday,Plank,159.8,,,,,,,,,,,,,,,,,,,,
2020-11-04,Wednesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-11-04,Wednesday,Assisted Pistol Squat,,6,,,,,,,,,,,,,,,,,,,
2020-11-04,Wednesday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-11-03,Tuesday,Pull Up,159.8,5,,,,,,,,,,,,,,,,,,,
2020-11-03,Tuesday,Pull Up,159.8,16,,,,,,,,,,,,,,,,,,,
2020-11-03,Tuesday,Pull Up,159.8,14,,,,,,,,,,,,,,,,,,,
2020-11-03,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-03,Tuesday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Elevated Paralette Pushup,,5,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Chin Up,159.8,5,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Chin Up,159.8,16,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Chin Up,159.8,12,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Chin Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-11-02,Monday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-10-30,Friday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-30,Friday,Back to Wall Handstand Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-10-30,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-10-28,Wednesday,Pull Up,159.8,3,,,,,,,,,,,,,,,,,,,
2020-10-28,Wednesday,Pull Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-10-28,Wednesday,Pull Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-10-28,Wednesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-10-28,Wednesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Single-legged Calf Raise,,8,,,,,,,,,,,,,,,,,,,
2020-10-27,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Diamond Pushup,160.4,5,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Chin Up To Chest,160.4,3,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Chin Up To Chest,160.4,8,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Chin Up To Chest,160.4,6,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Chin Up To Chest,160.4,5,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Chin Up,160.4,4,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Diamond Pushup,160.4,20,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-26,Monday,Diamond Pushup,160.4,20,,,,,,,,,,,,,,,,,,,
2020-10-24,Saturday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-24,Saturday,Jumping Jacks,,150,,,,,,,,,,,,,,,,,,,
2020-10-24,Saturday,Bodyweight Squat,160.4,5,,,,,,,,,,,,,,,,,,,
2020-10-24,Saturday,Bodyweight Squat,160.4,10,,,,,,,,,,,,,,,,,,,
2020-10-24,Saturday,Bodyweight Squat,160.4,35,,,,,,,,,,,,,,,,,,,
2020-10-23,Friday,Back to Wall Handstand Pushup,,1,,,,,,,,,,,,,,,,,,,
2020-10-23,Friday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-23,Friday,Back to Wall Handstand Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-10-23,Friday,Back to Wall Handstand Pushup On Half Paralettes,,4,,,,,,,,,,,,,,,,,,,
2020-10-23,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-10-21,Wednesday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-10-21,Wednesday,Pull Up,160.4,16,,,,,,,,,,,,,,,,,,,
2020-10-21,Wednesday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-20,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-20,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-20,Tuesday,Elevated Paralette Pushup,,27,,,,,,,,,,,,,,,,,,,
2020-10-20,Tuesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-10-20,Tuesday,Elevated Paralette Pushup,,7,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Chin Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Chin Up,160.4,16,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Chin Up,160.4,11,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-19,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-16,Friday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-16,Friday,Back to Wall Handstand Pushup,,5,,,,,,,,,,,,,,,,,,,
2020-10-16,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-10-16,Friday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-16,Friday,Bodyweight Squat,160.4,40,,,,,,,,,,,,,,,,,,,
2020-10-15,Thursday,One Handed Pushup,,4,,,,,,,,,,,,,,,,,,,
2020-10-15,Thursday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-10-15,Thursday,One Handed Pushup,,4,,,,,,,,,,,,,,,,,,,
2020-10-14,Wednesday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-10-14,Wednesday,Pull Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-10-14,Wednesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-14,Wednesday,Pull Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-10-13,Tuesday,Elevated Paralette Pushup,,27,,,,,,,,,,,,,,,,,,,
2020-10-13,Tuesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-10-13,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-13,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-12,Monday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-10-12,Monday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-10-12,Monday,Chin Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-10-12,Monday,Chin Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-10-10,Saturday,Diamond Pushup,160.4,25,,,,,,,,,,,,,,,,,,,
2020-10-10,Saturday,Diamond Pushup,160.4,32,,,,,,,,,,,,,,,,,,,
2020-10-10,Saturday,Diamond Pushup,160.4,35,,,,,,,,,,,,,,,,,,,
2020-10-10,Saturday,Diamond Pushup,160.4,25,,,,,,,,,,,,,,,,,,,
2020-10-10,Saturday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-10-08,Thursday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-08,Thursday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-08,Thursday,Back to Wall Handstand Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-10-08,Thursday,Back to Wall Handstand Pushup On Half Paralettes,,4,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Chin Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Chin Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-07,Wednesday,Weighted Pistol Squat,20,5,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Elevated Paralette Pushup,,26,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-10-06,Tuesday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Pull Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Pull Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-05,Monday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-04,Sunday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-04,Sunday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-10-03,Saturday,Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-10-03,Saturday,Diamond Pushup,160.4,35,,,,,,,,,,,,,,,,,,,
2020-10-03,Saturday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-10-02,Friday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-10-01,Thursday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-10-01,Thursday,Back to Wall Handstand Pushup,,11,,,,,,,,,,,,,,,,,,,
2020-10-01,Thursday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-30,Wednesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-30,Wednesday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-30,Wednesday,Elevated Paralette Pushup,,27,,,,,,,,,,,,,,,,,,,
2020-09-30,Wednesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-09-29,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-29,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-29,Tuesday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-29,Tuesday,Pull Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-29,Tuesday,Pull Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Chin Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Chin Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-28,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-26,Saturday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Diamond Pushup,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Diamond Pushup,160.4,35,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Diamond Pushup,160.4,35,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Diamond Pushup,160.4,33,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Dumbbell Curl,20,15,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-25,Friday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Back to Wall Handstand Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Back to Wall Handstand Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-24,Thursday,Jumping Jacks,,200,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Chin Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-09-23,Wednesday,Chin Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-09-22,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-22,Tuesday,One Handed Pushup,,4,,,,,,,,,,,,,,,,,,,
2020-09-22,Tuesday,Elevated Paralette Pushup,,30,,,,,,,,,,,,,,,,,,,
2020-09-22,Tuesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-09-22,Tuesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pull Up,159.8,3,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pull Up,159.8,17,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pull Up,159.8,13,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pushup,,5,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Bodyweight Squat,159.8,5,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pull Up,159.8,8,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pushup,,10,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Bodyweight Squat,159.8,10,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Pushup,,10,,,,,,,,,,,,,,,,,,,
2020-09-21,Monday,Bodyweight Squat,159.8,10,,,,,,,,,,,,,,,,,,,
2020-09-19,Saturday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-19,Saturday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-19,Saturday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-09-18,Friday,Back to Wall Handstand Pushup,,11,,,,,,,,,,,,,,,,,,,
2020-09-18,Friday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-18,Friday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-18,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-17,Thursday,Diamond Pushup,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-17,Thursday,Diamond Pushup,160.4,30,,,,,,,,,,,,,,,,,,,
2020-09-17,Thursday,Diamond Pushup,160.4,30,,,,,,,,,,,,,,,,,,,
2020-09-17,Thursday,Diamond Pushup,160.4,30,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,Assisted Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,One Handed Pushup,,3,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,Weighted Pistol Squat,20,6,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-09-16,Wednesday,Elevated Paralette Pushup,,25,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Pull Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Pull Up,160.4,13,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Pull Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-15,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Chin Up,160.4,16,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Chin Up,160.4,10,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Chin Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Chin Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Jumping Jacks,,60,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Jumping Jacks,,60,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Jumping Jacks,,60,,,,,,,,,,,,,,,,,,,
2020-09-14,Monday,Back to Wall Handstand Pushup,,7,,,,,,,,,,,,,,,,,,,
2020-09-11,Friday,Back to Wall Handstand Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-09-11,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-11,Friday,Back to Wall Handstand Pushup On Half Paralettes,,3,,,,,,,,,,,,,,,,,,,
2020-09-11,Friday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Pistol Squat,,5,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Weighted Pistol Squat,20,6,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Bodyweight Squat,160.4,60,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Jumping Jacks,,50,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Dumbbell Row,20,15,,,,,,,,,,,,,,,,,,,
2020-09-10,Thursday,Single-legged Calf Raise,,10,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Elevated Paralette Pushup,,32,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Elevated Paralette Pushup,,20,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Elevated Paralette Pushup,,10,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Elevated Paralette Pushup,,28,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Elevated Paralette Pushup,,12,,,,,,,,,,,,,,,,,,,
2020-09-09,Wednesday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Pull Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Pull Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Pull Up,160.4,12,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Pull Up,160.4,8,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Plank,160.4,,,,,,,,,,,,,,,,,,,,
2020-09-08,Tuesday,Rowing Machine,,,,,,,,,,,,,,,,,,,,,
2020-09-07,Monday,Chin Up,160.4,3,,,,,,,,,,,,,,,,,,,
2020-09-07,Monday,Chin Up,160.4,17,,,,,,,,,,,,,,,,,,,
2020-09-07,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-07,Monday,Foot Supported L Sit,,,,,,,,,,,,,,,,,,,,,
2020-09-06,Sunday,Bodyweight Squat,160.4,100,,,,,,,,,,,,,,,,,,,
2020-09-06,Sunday,Jumping Jacks,,100,,,,,,,,,,,,,,,,,,,
2020-09-05,Saturday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-05,Saturday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-05,Saturday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
2020-09-05,Saturday,Pull Up,160.4,5,,,,,,,,,,,,,,,,,,,
